activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-01-01T03:53:00-CME-001,2026-01-01T03:53:00.0000000Z,453.000,88.800,,,timeout,0,1,1.000,1.189041E-008,2.000000E-008
2026-01-01T19:36:00-CME-001,2026-01-01T19:36:00.0000000Z,628.000,73.083,64.263,-8.820,target_reached,0,0,1.000,9.705628E-009,9.714286E-009
2026-01-01T23:12:00-CME-001,2026-01-01T23:12:00.0000000Z,322.000,149.750,,,timeout,0,1,1.000,1.043444E-008,2.000000E-008
2026-01-03T07:48:00-CME-001,2026-01-03T07:48:00.0000000Z,378.000,117.150,,,timeout,0,1,1.000,1.246575E-008,2.000000E-008
2026-01-04T01:25:00-CME-001,2026-01-04T01:25:00.0000000Z,451.000,99.533,,,timeout,0,1,1.000,1.576125E-008,2.000000E-008
2026-01-05T08:48:00-CME-001,2026-01-05T08:48:00.0000000Z,661.000,68.150,64.005,-4.145,target_reached,0,0,1.000,1.804762E-008,2.828571E-008
2026-01-06T02:00:00-CME-001,2026-01-06T02:00:00.0000000Z,895.000,50.950,55.926,4.976,target_reached,0,0,1.000,2.427068E-008,4.485714E-008
2026-01-07T11:36:00-CME-001,2026-01-07T11:36:00.0000000Z,537.000,80.000,,,timeout,0,1,1.000,2.807436E-008,2.000000E-008
2026-01-08T03:00:00-CME-001,2026-01-08T03:00:00.0000000Z,340.000,130.717,,,timeout,0,1,1.000,2.828571E-008,2.000000E-008
2026-01-08T05:53:00-CME-001,2026-01-08T05:53:00.0000000Z,1016.000,61.717,58.958,-2.758,target_reached,0,0,1.000,2.785238E-008,2.085714E-008
2026-01-08T15:48:00-CME-001,2026-01-08T15:48:00.0000000Z,872.000,51.800,59.942,8.142,target_reached,0,0,1.000,2.513817E-008,2.028571E-008
2026-01-08T17:00:00-CME-001,2026-01-08T17:00:00.0000000Z,1056.000,50.600,55.267,4.667,target_reached,0,0,1.000,2.495739E-008,1.971429E-008
2026-01-08T17:12:00-CME-001,2026-01-08T17:12:00.0000000Z,1084.000,50.400,54.694,4.294,target_reached,0,0,1.000,2.505102E-008,3.200000E-008
2026-01-09T08:38:00-CME-001,2026-01-09T08:38:00.0000000Z,387.000,101.083,,,timeout,0,1,1.000,1.732681E-008,2.000000E-008
2026-01-09T15:36:00-CME-001,2026-01-09T15:36:00.0000000Z,317.000,154.067,,,timeout,0,1,1.000,1.562035E-008,2.000000E-008
2026-01-10T02:24:00-CME-001,2026-01-10T02:24:00.0000000Z,1118.000,17.200,49.930,32.730,target_reached,0,0,1.000,1.705322E-008,5.714286E-009
2026-01-10T16:12:00-CME-001,2026-01-10T16:12:00.0000000Z,221.000,218.717,,,timeout,0,1,1.000,1.114286E-008,2.000000E-008
2026-01-10T20:36:00-CME-001,2026-01-10T20:36:00.0000000Z,1045.000,65.117,50.099,-15.018,target_reached,0,0,1.000,1.232418E-008,6.571429E-009
2026-01-10T20:48:00-CME-001,2026-01-10T20:48:00.0000000Z,809.000,64.917,56.976,-7.940,target_reached,0,0,1.000,1.168966E-008,7.714286E-009
