hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,1056.000,3.960000E-008,9.900,391.000,0
1,1.000000,26.814946,999.898,3.960000E-008,9.900,391.000,0
2,2.000000,31.834966,942.279,4.920000E-008,12.300,398.000,0
3,3.000000,36.584214,894.758,4.920000E-008,12.300,408.000,0
4,4.000000,41.123030,860.322,4.200000E-008,10.500,403.000,0
5,5.000000,45.505815,834.135,3.640000E-008,9.100,415.000,0
6,6.000000,49.762551,811.497,3.520000E-008,8.800,406.000,0
7,7.000000,53.896399,786.747,4.320000E-008,10.800,410.000,0
8,8.000000,57.910174,764.997,4.280000E-008,10.700,407.000,0
9,9.000000,61.813422,744.022,4.640000E-008,11.600,398.000,0
10,10.000000,65.610121,723.810,5.040000E-008,12.600,393.000,0
11,11.000000,69.302082,703.568,5.720000E-008,14.300,400.000,0
12,12.000000,72.886858,682.455,6.840000E-008,17.100,403.000,0
13,13.000000,76.378772,667.443,5.520000E-008,13.800,445.000,0
14,14.000000,79.805305,657.049,4.200000E-008,10.500,483.000,0
15,15.000000,83.187408,650.196,2.960000E-008,7.400,506.000,0
16,16.000000,86.533408,643.101,3.240000E-008,8.100,537.000,0
17,17.000000,89.841397,635.516,3.680000E-008,9.200,529.000,0
18,18.000000,93.109757,627.791,4.000000E-008,10.000,518.000,0
19,19.000000,96.344274,622.393,2.960000E-008,7.400,497.000,0
20,20.000000,99.551153,617.109,3.040000E-008,7.600,503.000,0
21,21.000000,102.732354,612.459,2.800000E-008,7.000,504.000,0
22,22.000000,105.892958,609.132,2.080000E-008,5.200,476.000,0
23,23.000000,109.035656,605.542,2.320000E-008,5.800,481.000,0
24,24.000000,112.159786,601.955,2.400000E-008,6.000,473.000,0
25,25.000000,115.265084,598.265,2.560000E-008,6.400,501.000,0
26,26.000000,118.352349,594.981,2.360000E-008,5.900,490.000,0
27,27.000000,121.422897,591.803,2.360000E-008,5.900,492.000,0
28,28.000000,124.477269,588.728,2.360000E-008,5.900,487.000,0
29,29.000000,127.514942,585.353,2.680000E-008,6.700,494.000,0
30,30.000000,130.535586,582.144,2.640000E-008,6.600,473.000,0
31,31.000000,133.539428,578.860,2.800000E-008,7.000,477.000,0
32,32.000000,136.525535,575.294,3.160000E-008,7.900,487.000,0
33,33.000000,139.491659,571.146,3.840000E-008,9.600,488.000,0
34,34.000000,142.435979,566.869,4.160000E-008,10.400,468.000,0
35,35.000000,145.358513,562.725,4.240000E-008,10.600,466.000,0
36,36.000000,148.262233,559.584,3.360000E-008,8.400,474.000,0
37,37.000000,151.151122,556.986,2.880000E-008,7.200,474.000,0
38,38.000000,154.026338,554.300,3.080000E-008,7.700,478.000,0
39,39.000000,156.888759,552.037,2.680000E-008,6.700,470.000,0
40,40.000000,159.740316,550.098,2.360000E-008,5.900,484.000,0
41,41.000000,162.582546,548.430,2.080000E-008,5.200,481.000,0
42,42.000000,165.416886,547.047,1.760000E-008,4.400,485.000,0
43,43.000000,168.244216,545.720,1.720000E-008,4.300,485.000,0
44,44.000000,171.064117,544.177,2.040000E-008,5.100,483.000,0
45,45.000000,173.875889,542.579,2.160000E-008,5.400,484.000,0
46,46.000000,176.678587,540.672,2.640000E-008,6.600,480.000,0
47,47.000000,179.471045,538.623,2.920000E-008,7.300,471.000,0
48,48.000000,182.253260,536.712,2.800000E-008,7.000,469.000,0
49,49.000000,185.026547,535.169,2.320000E-008,5.800,471.000,0
50,50.000000,187.792138,533.737,2.200000E-008,5.500,459.000,0
51,51.000000,190.547134,531.087,4.200000E-008,10.500,540.000,0
52,52.000000,193.286386,527.665,5.680000E-008,14.200,576.000,0
53,53.000000,196.005877,523.465,7.400000E-008,18.500,570.000,0
54,54.000000,198.707188,520.613,5.320000E-008,13.300,557.000,0
55,55.000000,201.395184,518.312,4.480000E-008,11.200,542.000,0
56,55.660000,203.164226,517.651,2.000000E-008,,,1
