hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,1118.000,3.840000E-008,9.600,488.000,0
1,1.000000,27.098754,1048.291,4.160000E-008,10.400,468.000,0
2,2.000000,32.367502,989.916,4.240000E-008,10.600,466.000,0
3,3.000000,37.385970,950.625,3.360000E-008,8.400,474.000,0
4,4.000000,42.226755,920.888,2.880000E-008,7.200,474.000,0
5,5.000000,46.917058,892.446,3.080000E-008,7.700,478.000,0
6,6.000000,51.476468,870.111,2.680000E-008,6.700,470.000,0
7,7.000000,55.931657,852.056,2.360000E-008,5.900,484.000,0
8,8.000000,60.302022,837.254,2.080000E-008,5.200,481.000,0
9,9.000000,64.603740,825.467,1.760000E-008,4.400,485.000,0
10,10.000000,68.846738,814.546,1.720000E-008,4.300,485.000,0
11,11.000000,73.029718,802.298,2.040000E-008,5.100,483.000,0
12,12.000000,77.149428,790.095,2.160000E-008,5.400,484.000,0
13,13.000000,81.201370,776.149,2.640000E-008,6.600,480.000,0
14,14.000000,85.180170,761.842,2.920000E-008,7.300,471.000,0
15,15.000000,89.089093,749.109,2.800000E-008,7.000,469.000,0
16,16.000000,92.939628,739.218,2.320000E-008,5.800,471.000,0
17,17.000000,96.741652,730.343,2.200000E-008,5.500,459.000,0
18,18.000000,100.479596,714.628,4.200000E-008,10.500,540.000,0
19,18.920000,103.866311,708.205,2.000000E-008,,,1
