hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,229.000,1.000000E-009,0.163,519.957,0
1,1.000000,22.685473,229.185,1.762360E-009,0.441,530.356,0
2,2.000000,23.871923,229.377,1.830896E-009,0.458,512.251,0
3,3.000000,25.059753,229.719,3.261714E-009,0.815,509.706,0
4,4.000000,26.249469,230.106,3.723534E-009,0.931,512.420,0
5,5.000000,27.443611,231.426,1.280000E-008,3.200,513.000,0
6,6.000000,28.641423,231.528,1.000000E-009,0.196,496.000,0
7,7.000000,29.840118,231.767,2.340173E-009,0.585,503.307,0
8,8.000000,31.042891,233.101,1.320000E-008,3.300,502.000,0
9,9.000000,32.249367,233.202,1.000000E-009,0.219,484.530,0
10,10.000000,33.456806,233.473,2.717165E-009,0.679,497.340,0
11,11.000000,34.668032,234.663,1.200000E-008,3.000,503.000,0
12,12.000000,35.885470,235.874,1.240000E-008,3.100,497.000,0
13,13.000000,37.106531,236.066,1.982086E-009,0.496,496.448,0
14,14.000000,38.328761,236.326,2.687695E-009,0.672,488.943,0
15,15.000000,39.551975,236.447,1.255354E-009,0.314,495.489,0
16,16.000000,40.775991,236.635,1.960590E-009,0.490,479.396,0
17,17.000000,42.001007,236.834,2.067316E-009,0.517,473.713,0
18,18.000000,43.229892,238.127,1.360000E-008,3.400,474.000,0
19,19.000000,44.462535,238.290,1.729320E-009,0.432,462.468,0
20,20.000000,45.696389,238.595,3.248256E-009,0.812,470.693,0
21,21.000000,46.933739,239.639,1.120000E-008,2.800,466.000,0
22,22.000000,48.174659,239.977,3.659868E-009,0.915,450.767,0
23,23.000000,49.416974,240.178,2.185973E-009,0.546,440.632,0
24,24.000000,50.660456,240.428,2.722144E-009,0.681,440.741,0
25,25.000000,51.905653,240.840,4.512220E-009,1.128,439.352,0
26,26.000000,53.155575,242.250,1.560000E-008,3.900,442.000,0
27,27.000000,54.410348,242.719,5.246018E-009,1.312,453.163,0
28,28.000000,55.667863,243.310,6.660128E-009,1.665,446.185,0
29,29.000000,56.928526,243.935,7.104192E-009,1.776,447.596,0
30,30.000000,58.191275,244.117,2.075834E-009,0.519,445.000,0
31,31.000000,59.455801,244.622,5.789290E-009,1.447,448.505,0
32,32.000000,60.722813,245.078,5.259601E-009,1.315,443.275,0
33,33.000000,61.991720,245.355,3.211814E-009,0.803,434.394,0
34,34.000000,63.262137,245.661,3.568396E-009,0.892,433.273,0
35,35.000000,64.534819,246.230,6.653309E-009,1.663,423.223,0
36,36.000000,65.813170,247.847,1.920000E-008,4.800,424.000,0
37,37.000000,67.096398,248.121,3.291821E-009,0.823,415.627,0
38,38.000000,68.380918,248.346,2.715070E-009,0.679,420.562,0
39,39.000000,69.667025,248.734,4.702273E-009,1.176,414.949,0
40,40.000000,70.954673,248.942,2.521688E-009,0.630,404.192,0
41,41.000000,72.243211,249.078,1.665578E-009,0.416,410.757,0
42,42.000000,73.536483,250.765,2.080000E-008,5.200,416.000,0
43,43.000000,74.835152,251.170,5.068673E-009,1.267,397.551,0
44,44.000000,76.135764,251.516,4.350012E-009,1.088,392.892,0
45,45.000000,77.439019,252.191,8.539087E-009,2.135,406.856,0
46,46.000000,78.745597,252.801,7.784269E-009,1.946,395.511,0
47,47.000000,80.055205,253.362,7.225082E-009,1.806,391.487,0
48,48.000000,81.370162,254.864,1.960000E-008,4.900,396.000,0
49,49.000000,82.690069,255.280,5.501968E-009,1.375,416.611,0
50,50.000000,84.011898,255.607,4.352574E-009,1.088,408.179,0
51,51.000000,85.335400,255.926,4.256568E-009,1.064,405.994,0
52,52.000000,86.659919,256.001,1.000000E-009,0.209,404.312,0
53,53.000000,87.985091,256.178,2.380583E-009,0.595,392.017,0
54,54.000000,89.311563,256.503,4.372077E-009,1.093,394.000,0
55,55.000000,90.639705,256.824,4.334578E-009,1.084,390.532,0
56,56.000000,91.968866,256.897,1.000000E-009,0.112,385.148,0
57,57.000000,93.298410,256.971,1.000000E-009,0.211,373.758,0
58,58.000000,94.628334,257.045,1.000000E-009,0.109,364.849,0
59,59.000000,95.958642,257.119,1.016276E-009,0.254,384.806,0
60,60.000000,97.292244,258.315,1.640000E-008,4.100,368.000,0
61,61.000000,98.629134,258.393,1.090532E-009,0.273,391.807,0
62,62.000000,99.966487,258.494,1.389701E-009,0.347,395.464,0
63,63.000000,101.304771,258.753,3.606769E-009,0.902,368.864,0
64,64.000000,102.644578,259.082,4.588816E-009,1.147,357.730,0
65,65.000000,103.986507,259.573,6.889917E-009,1.722,360.345,0
66,66.000000,105.329911,259.653,1.133729E-009,0.283,355.000,0
67,67.000000,106.673760,259.744,1.282638E-009,0.321,358.080,0
68,68.000000,108.018139,259.859,1.616859E-009,0.404,356.358,0
69,69.000000,109.363588,260.157,4.235862E-009,1.059,353.695,0
70,70.000000,110.710556,260.446,4.101291E-009,1.025,352.675,0
71,71.000000,112.058996,260.726,4.014432E-009,1.004,343.629,0
72,72.000000,113.411752,262.109,2.000000E-008,,,1
