hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,804.000,6.400000E-009,1.600,523.000,0
1,1.000000,25.650144,800.044,6.800000E-009,1.700,558.000,0
2,2.000000,29.778251,795.487,8.000000E-009,2.000,538.000,0
3,3.000000,33.883046,791.033,8.000000E-009,2.000,527.000,0
4,4.000000,37.965614,786.894,7.600000E-009,1.900,529.000,0
5,5.000000,42.028089,783.264,6.800000E-009,1.700,513.000,0
6,6.000000,46.071956,779.702,6.800000E-009,1.700,514.000,0
7,7.000000,50.097558,776.205,6.800000E-009,1.700,499.000,0
8,8.000000,54.105753,772.972,6.400000E-009,1.600,520.000,0
9,9.000000,58.097362,769.794,6.400000E-009,1.600,506.000,0
10,10.000000,62.072163,766.477,6.800000E-009,1.700,501.000,0
11,11.000000,66.028469,762.649,8.000000E-009,2.000,547.000,0
12,12.000000,69.964691,758.715,8.400000E-009,2.100,539.000,0
13,13.000000,73.879360,754.323,9.600000E-009,2.400,518.000,0
14,14.000000,77.766989,748.281,1.360000E-008,3.400,557.000,0
15,15.000000,81.624324,742.610,1.320000E-008,3.300,556.000,0
16,16.000000,85.452363,736.958,1.360000E-008,3.400,562.000,0
17,17.000000,89.255369,732.920,1.000000E-008,2.500,600.000,0
18,18.000000,93.038539,729.289,9.200000E-009,2.300,585.000,0
19,19.000000,96.803523,725.889,8.800000E-009,2.200,578.000,0
20,20.000000,100.549536,721.961,1.040000E-008,2.600,566.000,0
21,21.000000,104.275465,718.126,1.040000E-008,2.600,558.000,0
22,22.000000,107.982900,714.809,9.200000E-009,2.300,570.000,0
23,23.000000,111.674443,711.981,8.000000E-009,2.000,553.000,0
24,24.000000,115.351122,709.065,8.400000E-009,2.100,564.000,0
25,25.000000,119.012501,706.068,8.800000E-009,2.200,587.000,0
26,26.000000,122.659903,703.659,7.200000E-009,1.800,565.000,0
27,27.000000,126.293578,700.766,8.800000E-009,2.200,576.000,0
28,28.000000,129.910761,697.289,1.080000E-008,2.700,553.000,0
29,29.000000,133.513414,695.141,6.800000E-009,1.700,518.000,0
30,30.000000,137.104069,692.654,8.000000E-009,2.000,528.000,0
31,31.000000,140.679755,689.361,1.080000E-008,2.700,528.000,0
32,32.000000,144.241367,687.207,7.200000E-009,1.800,558.000,0
33,33.000000,147.793133,685.554,5.600000E-009,1.400,556.000,0
34,34.000000,151.336996,684.152,4.800000E-009,1.200,568.000,0
35,35.000000,154.874238,682.994,4.000000E-009,1.000,572.000,0
36,36.000000,158.405511,681.845,4.000000E-009,1.000,571.000,0
37,37.000000,161.930866,680.706,4.000000E-009,1.000,553.000,0
38,38.000000,165.450349,679.576,4.000000E-009,1.000,544.000,0
39,39.000000,168.963718,678.343,4.400000E-009,1.100,539.000,0
40,39.563333,170.936576,675.236,2.000000E-008,,,1
