hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,951.000,2.000000E-008,,,0
1,1.000000,26.365982,929.975,2.000000E-008,,,0
2,2.000000,31.127242,910.495,2.000000E-008,,,0
3,3.000000,35.791342,892.397,2.000000E-008,,,0
4,4.000000,40.365052,875.538,2.000000E-008,,,0
5,5.000000,44.854460,859.795,2.000000E-008,,,0
6,6.000000,49.265058,845.061,2.000000E-008,,,0
7,7.000000,53.601820,831.242,2.000000E-008,,,0
8,8.000000,57.869260,818.256,2.000000E-008,,,0
9,9.000000,62.071493,806.028,2.000000E-008,,,0
10,10.000000,66.212278,794.496,2.000000E-008,,,0
11,11.000000,70.295056,783.600,2.000000E-008,,,0
12,12.000000,74.322990,773.290,2.000000E-008,,,0
13,13.000000,78.298989,763.520,2.000000E-008,,,0
14,14.000000,82.225736,754.248,2.000000E-008,,,0
15,15.000000,86.105713,745.437,2.000000E-008,,,0
16,16.000000,89.941218,737.054,2.000000E-008,,,0
17,17.000000,93.734384,729.068,2.000000E-008,,,0
18,18.000000,97.487195,721.452,2.000000E-008,,,0
19,19.000000,101.201496,714.181,2.000000E-008,,,0
20,20.000000,104.879011,707.231,2.000000E-008,,,0
21,21.000000,108.521350,700.582,2.000000E-008,,,0
22,22.000000,112.130020,694.214,2.000000E-008,,,0
23,23.000000,115.706431,688.111,2.000000E-008,,,0
24,24.000000,119.251909,682.256,2.000000E-008,,,0
25,25.000000,122.767698,676.634,2.000000E-008,,,0
26,26.000000,126.254970,671.232,2.000000E-008,,,0
27,27.000000,129.714828,666.037,2.000000E-008,,,0
28,28.000000,133.148311,661.036,2.000000E-008,,,0
29,29.000000,136.556403,656.221,2.000000E-008,,,0
30,30.000000,139.940032,651.580,2.000000E-008,,,0
31,31.000000,143.300075,647.104,2.000000E-008,,,0
32,32.000000,146.637366,642.784,2.000000E-008,,,0
33,33.000000,149.952692,638.613,2.000000E-008,,,0
34,34.000000,153.246801,634.583,2.000000E-008,,,0
35,35.000000,156.520406,630.687,2.000000E-008,,,0
36,36.000000,159.774181,626.918,2.000000E-008,,,0
37,37.000000,163.008768,623.270,2.000000E-008,,,0
38,38.000000,166.224781,619.738,2.000000E-008,,,0
39,39.000000,169.422801,616.315,2.000000E-008,,,0
40,40.000000,172.603386,612.998,2.000000E-008,,,0
41,41.000000,175.767066,609.781,2.000000E-008,,,0
42,42.000000,178.914348,606.659,2.000000E-008,,,0
43,43.000000,182.045716,603.629,2.000000E-008,,,0
44,44.000000,185.161634,600.687,2.000000E-008,,,0
45,45.000000,188.262545,597.829,2.000000E-008,,,0
46,46.000000,191.348873,595.050,2.000000E-008,,,0
47,47.000000,194.421025,592.349,2.000000E-008,,,0
48,48.000000,197.479391,589.722,2.000000E-008,,,0
49,49.000000,200.524346,587.165,2.000000E-008,,,0
50,50.000000,203.556247,584.676,2.000000E-008,,,0
51,51.000000,206.575441,582.253,2.000000E-008,,,0
52,52.000000,209.582259,579.892,2.000000E-008,,,0
53,53.000000,212.577018,577.592,2.000000E-008,,,0
54,53.812261,215.000000,575.771,2.000000E-008,,,0
