hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,418.000,2.000000E-008,,,0
1,1.000000,23.662941,417.977,2.000000E-008,,,0
2,2.000000,25.825762,417.953,2.000000E-008,,,0
3,3.000000,27.988462,417.930,2.000000E-008,,,0
4,4.000000,30.151043,417.907,2.000000E-008,,,0
5,5.000000,32.313504,417.884,2.000000E-008,,,0
6,6.000000,34.475846,417.861,2.000000E-008,,,0
7,7.000000,36.638069,417.838,2.000000E-008,,,0
8,8.000000,38.800174,417.815,2.000000E-008,,,0
9,9.000000,40.962160,417.792,2.000000E-008,,,0
10,10.000000,43.124029,417.770,2.000000E-008,,,0
11,11.000000,45.285780,417.747,2.000000E-008,,,0
12,12.000000,47.447413,417.724,2.000000E-008,,,0
13,13.000000,49.608930,417.702,2.000000E-008,,,0
14,14.000000,51.770329,417.679,2.000000E-008,,,0
15,15.000000,53.931613,417.657,2.000000E-008,,,0
16,16.000000,56.092780,417.634,2.000000E-008,,,0
17,17.000000,58.253831,417.612,2.000000E-008,,,0
18,18.000000,60.414767,417.590,2.000000E-008,,,0
19,19.000000,62.575587,417.567,2.000000E-008,,,0
20,20.000000,64.736292,417.545,2.000000E-008,,,0
21,21.000000,66.896883,417.523,2.000000E-008,,,0
22,22.000000,69.057359,417.501,2.000000E-008,,,0
23,23.000000,71.217722,417.479,2.000000E-008,,,0
24,24.000000,73.377970,417.457,2.000000E-008,,,0
25,25.000000,75.538105,417.435,2.000000E-008,,,0
26,26.000000,77.698126,417.413,2.000000E-008,,,0
27,27.000000,79.858035,417.391,2.000000E-008,,,0
28,28.000000,82.017831,417.370,2.000000E-008,,,0
29,29.000000,84.177514,417.348,2.000000E-008,,,0
30,30.000000,86.337086,417.326,2.000000E-008,,,0
31,31.000000,88.496545,417.305,2.000000E-008,,,0
32,32.000000,90.655893,417.283,2.000000E-008,,,0
33,33.000000,92.815130,417.262,2.000000E-008,,,0
34,34.000000,94.974255,417.240,2.000000E-008,,,0
35,35.000000,97.133270,417.219,2.000000E-008,,,0
36,36.000000,99.292175,417.198,2.000000E-008,,,0
37,37.000000,101.450969,417.176,2.000000E-008,,,0
38,38.000000,103.609653,417.155,2.000000E-008,,,0
39,39.000000,105.768228,417.134,2.000000E-008,,,0
40,40.000000,107.926693,417.113,2.000000E-008,,,0
41,41.000000,110.085050,417.092,2.000000E-008,,,0
42,42.000000,112.243297,417.071,2.000000E-008,,,0
43,43.000000,114.401436,417.050,2.000000E-008,,,0
44,44.000000,116.559466,417.029,2.000000E-008,,,0
45,45.000000,118.717389,417.008,2.000000E-008,,,0
46,46.000000,120.875203,416.987,2.000000E-008,,,0
47,47.000000,123.032910,416.967,2.000000E-008,,,0
48,48.000000,125.190510,416.946,2.000000E-008,,,0
49,49.000000,127.348003,416.925,2.000000E-008,,,0
50,50.000000,129.505389,416.905,2.000000E-008,,,0
51,51.000000,131.662669,416.884,2.000000E-008,,,0
52,52.000000,133.819843,416.864,2.000000E-008,,,0
53,53.000000,135.976910,416.843,2.000000E-008,,,0
54,54.000000,138.133872,416.823,2.000000E-008,,,0
55,55.000000,140.290728,416.802,2.000000E-008,,,0
56,56.000000,142.447480,416.782,2.000000E-008,,,0
57,57.000000,144.604126,416.762,2.000000E-008,,,0
58,58.000000,146.760668,416.742,2.000000E-008,,,0
59,59.000000,148.917105,416.721,2.000000E-008,,,0
60,60.000000,151.073438,416.701,2.000000E-008,,,0
61,61.000000,153.229667,416.681,2.000000E-008,,,0
62,62.000000,155.385792,416.661,2.000000E-008,,,0
63,63.000000,157.541814,416.641,2.000000E-008,,,0
64,64.000000,159.697733,416.621,2.000000E-008,,,0
65,65.000000,161.853549,416.601,2.000000E-008,,,0
66,66.000000,164.009262,416.582,2.000000E-008,,,0
67,67.000000,166.164873,416.562,2.000000E-008,,,0
68,68.000000,168.320382,416.542,2.000000E-008,,,0
69,69.000000,170.475788,416.522,2.000000E-008,,,0
70,70.000000,172.631093,416.503,2.000000E-008,,,0
71,71.000000,174.786296,416.483,2.000000E-008,,,0
72,72.000000,176.941399,416.464,2.000000E-008,,,0
