activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-01-01T03:53:00-CME-001,2026-01-01T03:53:00.0000000Z,453.000,88.800,,,timeout,0,1,1.000,7.050228E-009,2.000000E-008
2026-01-01T19:36:00-CME-001,2026-01-01T19:36:00.0000000Z,628.000,73.083,62.459,-10.624,target_reached,0,0,1.000,5.671875E-009,4.500000E-009
2026-01-01T23:12:00-CME-001,2026-01-01T23:12:00.0000000Z,322.000,149.750,,,timeout,0,1,1.000,6.200913E-009,2.000000E-008
2026-01-03T07:48:00-CME-001,2026-01-03T07:48:00.0000000Z,378.000,117.150,,,timeout,0,1,1.000,7.385845E-009,2.000000E-008
2026-01-04T01:25:00-CME-001,2026-01-04T01:25:00.0000000Z,451.000,99.533,,,timeout,0,1,1.000,9.308219E-009,2.000000E-008
2026-01-05T08:48:00-CME-001,2026-01-05T08:48:00.0000000Z,661.000,68.150,61.340,-6.810,target_reached,0,0,1.000,1.027513E-008,1.650000E-008
2026-01-06T02:00:00-CME-001,2026-01-06T02:00:00.0000000Z,895.000,50.950,50.829,-0.121,target_reached,0,0,1.000,1.308333E-008,4.583333E-008
2026-01-07T11:36:00-CME-001,2026-01-07T11:36:00.0000000Z,537.000,80.000,,,timeout,0,1,1.000,1.649087E-008,2.000000E-008
2026-01-08T03:00:00-CME-001,2026-01-08T03:00:00.0000000Z,340.000,130.717,,,timeout,0,1,1.000,1.661416E-008,2.000000E-008
2026-01-08T05:53:00-CME-001,2026-01-08T05:53:00.0000000Z,1016.000,61.717,51.981,-9.735,target_reached,0,0,1.000,1.718868E-008,9.833333E-009
2026-01-08T15:48:00-CME-001,2026-01-08T15:48:00.0000000Z,872.000,51.800,54.292,2.492,target_reached,0,0,1.000,1.461607E-008,3.083333E-008
2026-01-08T17:00:00-CME-001,2026-01-08T17:00:00.0000000Z,1056.000,50.600,48.588,-2.012,target_reached,0,0,1.000,1.392667E-008,9.666667E-009
2026-01-08T17:12:00-CME-001,2026-01-08T17:12:00.0000000Z,1084.000,50.400,47.888,-2.512,target_reached,0,0,1.000,1.401361E-008,1.166667E-008
2026-01-09T08:38:00-CME-001,2026-01-09T08:38:00.0000000Z,387.000,101.083,,,timeout,0,1,1.000,1.022146E-008,2.000000E-008
2026-01-09T15:36:00-CME-001,2026-01-09T15:36:00.0000000Z,317.000,154.067,,,timeout,0,1,1.000,9.226027E-009,2.000000E-008
2026-01-10T02:24:00-CME-001,2026-01-10T02:24:00.0000000Z,1118.000,17.200,44.053,26.853,target_reached,0,0,1.000,1.069928E-008,2.833333E-009
2026-01-10T16:12:00-CME-001,2026-01-10T16:12:00.0000000Z,221.000,218.717,,,timeout,0,1,1.000,6.614155E-009,2.000000E-008
2026-01-10T20:36:00-CME-001,2026-01-10T20:36:00.0000000Z,1045.000,65.117,44.894,-20.223,target_reached,0,0,1.000,7.601449E-009,5.666667E-009
2026-01-10T20:48:00-CME-001,2026-01-10T20:48:00.0000000Z,809.000,64.917,53.071,-11.845,target_reached,0,0,1.000,6.987879E-009,3.666667E-009
2026-01-11T05:12:00-CME-001,2026-01-11T05:12:00.0000000Z,775.000,56.517,52.223,-4.294,target_reached,0,0,1.000,4.716049E-009,2.333333E-009
2026-01-11T21:30:00-CME-001,2026-01-11T21:30:00.0000000Z,440.000,100.167,,,timeout,0,1,1.000,3.050228E-009,2.000000E-008
2026-01-12T01:45:00-CME-001,2026-01-12T01:45:00.0000000Z,804.000,35.967,49.068,13.102,target_reached,0,0,1.000,2.892157E-009,1.166667E-009
2026-01-12T03:00:00-CME-001,2026-01-12T03:00:00.0000000Z,916.000,34.717,43.742,9.025,target_reached,0,0,1.000,3.048148E-009,1.500000E-009
2026-01-14T08:24:00-CME-001,2026-01-14T08:24:00.0000000Z,768.000,41.267,52.580,11.314,target_reached,0,0,1.000,7.209877E-009,1.233333E-008
2026-01-17T23:24:00-CME-001,2026-01-17T23:24:00.0000000Z,951.000,43.517,42.936,-0.581,target_reached,0,0,1.000,4.299242E-009,5.166667E-009
2026-01-18T08:36:00-CME-001,2026-01-18T08:36:00.0000000Z,1123.000,34.317,36.000,1.683,shock_detected,1,0,1.000,5.450450E-009,3.983333E-008
2026-01-18T18:09:00-CME-001,2026-01-18T18:09:00.0000000Z,1473.000,24.767,26.000,1.233,shock_detected,1,0,1.000,6.037037E-009,3.983333E-008
2026-01-29T12:45:00-CME-001,2026-01-29T12:45:00.0000000Z,342.000,145.583,,,timeout,0,20,0.736,8.152968E-009,2.000000E-008
2026-01-31T14:12:00-CME-001,2026-01-31T14:12:00.0000000Z,399.000,96.133,,,timeout,0,1,1.000,1.086301E-008,2.000000E-008
2026-02-02T00:48:00-CME-001,2026-02-02T00:48:00.0000000Z,587.000,61.533,68.979,7.446,target_reached,0,0,1.000,1.594286E-008,2.850000E-008
2026-02-11T03:48:00-CME-001,2026-02-11T03:48:00.0000000Z,468.000,87.850,,,timeout,0,1,1.000,8.127854E-009,2.000000E-008
2026-02-11T10:08:00-CME-001,2026-02-11T10:08:00.0000000Z,469.000,81.517,,,timeout,0,1,1.000,7.847032E-009,2.000000E-008
2026-02-13T09:38:00-CME-001,2026-02-13T09:38:00.0000000Z,800.000,34.017,52.205,18.188,target_reached,0,0,1.000,7.608025E-009,5.000000E-009
2026-02-16T05:00:00-CME-001,2026-02-16T05:00:00.0000000Z,434.000,113.583,,,timeout,0,2,0.986,6.429224E-009,2.000000E-008
2026-02-16T14:08:00-CME-001,2026-02-16T14:08:00.0000000Z,455.000,104.450,,,timeout,0,2,0.986,6.794521E-009,2.000000E-008
2026-02-17T11:23:00-CME-001,2026-02-17T11:23:00.0000000Z,418.000,99.050,,,timeout,0,2,0.986,7.077626E-009,2.000000E-008
2026-02-18T00:24:00-CME-001,2026-02-18T00:24:00.0000000Z,474.000,86.033,,,timeout,0,2,0.986,8.582192E-009,2.000000E-008
2026-02-18T03:48:00-CME-001,2026-02-18T03:48:00.0000000Z,508.000,82.633,,,timeout,0,2,0.986,9.397260E-009,2.000000E-008
2026-03-10T02:24:00-CME-001,2026-03-10T02:24:00.0000000Z,544.000,76.700,70.350,-6.350,target_reached,0,0,1.000,4.065591E-009,1.505593E-009
2026-03-10T04:48:00-CME-001,2026-03-10T04:48:00.0000000Z,550.000,74.300,69.646,-4.654,target_reached,0,0,1.000,4.043040E-009,6.500000E-009
2026-03-13T06:24:00-CME-001,2026-03-13T06:24:00.0000000Z,250.000,181.883,,,timeout,0,1,1.000,4.746258E-009,2.000000E-008
2026-03-13T12:48:00-CME-001,2026-03-13T12:48:00.0000000Z,289.000,156.717,,,timeout,0,1,1.000,3.080179E-009,2.000000E-008
2026-03-16T13:26:00-CME-001,2026-03-16T13:26:00.0000000Z,483.000,84.083,,,timeout,0,1,1.000,2.556493E-009,2.000000E-008
2026-03-16T15:24:00-CME-001,2026-03-16T15:24:00.0000000Z,229.000,206.483,,,timeout,0,1,1.000,2.518711E-009,2.000000E-008
2026-03-17T05:08:00-CME-001,2026-03-17T05:08:00.0000000Z,429.000,68.383,,,timeout,0,1,1.000,2.949035E-009,2.000000E-008
2026-03-17T05:48:00-CME-001,2026-03-17T05:48:00.0000000Z,630.000,67.717,60.587,-7.130,target_reached,0,0,1.000,2.245113E-009,1.728506E-009
2026-03-17T06:38:00-CME-001,2026-03-17T06:38:00.0000000Z,470.000,66.883,,,timeout,0,1,1.000,3.217587E-009,2.000000E-008
2026-03-17T08:23:00-CME-001,2026-03-17T08:23:00.0000000Z,434.000,65.133,,,timeout,0,1,1.000,3.619530E-009,2.000000E-008
2026-03-17T10:53:00-CME-001,2026-03-17T10:53:00.0000000Z,287.000,62.633,,,timeout,0,1,1.000,4.315473E-009,2.000000E-008
2026-03-17T16:53:00-CME-001,2026-03-17T16:53:00.0000000Z,508.000,75.400,,,timeout,0,1,1.000,4.974497E-009,2.000000E-008
