activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-03-18T09:23:00-CME-001,2026-03-18T09:23:00.0000000Z,731.000,58.900,53.145,-5.755,target_reached,0,0,1.000,5.474970E-009,1.366667E-008
2026-03-18T19:36:00-CME-001,2026-03-18T19:36:00.0000000Z,276.000,154.283,,,timeout,0,1,1.000,1.088008E-008,2.000000E-008
2026-03-21T08:24:00-CME-001,2026-03-21T08:24:00.0000000Z,491.000,93.483,,,timeout,0,1,1.000,4.658364E-009,2.000000E-008
2026-03-22T16:23:00-CME-001,2026-03-22T16:23:00.0000000Z,655.000,61.500,58.562,-2.938,target_reached,0,0,1.000,2.239188E-009,4.000000E-009
2026-03-22T23:24:00-CME-001,2026-03-22T23:24:00.0000000Z,739.000,54.483,52.154,-2.330,target_reached,0,0,1.000,2.012494E-009,1.682519E-009
2026-03-25T06:48:00-CME-001,2026-03-25T06:48:00.0000000Z,267.000,172.683,,,timeout,0,1,1.000,3.113311E-009,2.000000E-008
2026-03-25T15:48:00-CME-001,2026-03-25T15:48:00.0000000Z,295.000,163.683,,,timeout,0,1,1.000,3.187247E-009,2.000000E-008
2026-03-26T21:24:00-CME-001,2026-03-26T21:24:00.0000000Z,355.000,134.083,,,timeout,0,1,1.000,4.421687E-009,2.000000E-008
2026-03-27T23:12:00-CME-001,2026-03-27T23:12:00.0000000Z,417.000,108.283,,,timeout,0,1,1.000,5.892446E-009,2.000000E-008
2026-03-28T01:26:00-CME-001,2026-03-28T01:26:00.0000000Z,397.000,106.050,,,timeout,0,1,1.000,5.924682E-009,2.000000E-008
2026-03-28T17:09:00-CME-001,2026-03-28T17:09:00.0000000Z,300.000,141.883,,,timeout,0,1,1.000,6.224498E-009,2.000000E-008
2026-03-28T23:48:00-CME-001,2026-03-28T23:48:00.0000000Z,511.000,83.683,,,timeout,0,1,1.000,6.388506E-009,2.000000E-008
2026-03-29T05:12:00-CME-001,2026-03-29T05:12:00.0000000Z,515.000,78.283,,,timeout,0,1,1.000,6.454968E-009,2.000000E-008
2026-03-29T11:12:00-CME-001,2026-03-29T11:12:00.0000000Z,505.000,72.283,,,timeout,0,1,1.000,6.533321E-009,2.000000E-008
2026-03-30T03:24:00-CME-001,2026-03-30T03:24:00.0000000Z,1689.000,56.083,27.735,-28.348,target_reached,0,0,1.000,5.671973E-009,3.172994E-009
2026-03-30T21:15:00-CME-001,2026-03-30T21:15:00.0000000Z,768.000,38.233,52.397,14.163,target_reached,0,0,1.000,8.505415E-009,1.838786E-008
2026-03-30T21:30:00-CME-001,2026-03-30T21:30:00.0000000Z,942.000,37.983,43.457,5.474,target_reached,0,0,1.000,7.053860E-009,6.119819E-009
2026-04-01T00:24:00-CME-001,2026-04-01T00:24:00.0000000Z,525.000,62.633,,,timeout,0,1,1.000,8.225963E-009,2.000000E-008
2026-04-01T02:36:00-CME-001,2026-04-01T02:36:00.0000000Z,573.000,60.433,68.931,8.497,target_reached,0,0,1.000,8.128562E-009,1.686441E-009
2026-04-01T05:09:00-CME-001,2026-04-01T05:09:00.0000000Z,622.000,57.883,65.056,7.173,target_reached,0,0,1.000,8.199591E-009,1.686441E-009
2026-04-01T23:45:00-CME-001,2026-04-01T23:45:00.0000000Z,1220.000,39.283,39.114,-0.169,target_reached,0,0,1.000,6.633924E-009,2.477844E-009
