activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-01-01T03:53:00-CME-001,2026-01-01T03:53:00.0000000Z,453.000,88.800,,,timeout,0,1,1.000,7.666252E-009,2.000000E-008
2026-01-01T19:36:00-CME-001,2026-01-01T19:36:00.0000000Z,628.000,73.083,62.701,-10.383,target_reached,0,0,1.000,6.187500E-009,4.909091E-009
2026-01-01T23:12:00-CME-001,2026-01-01T23:12:00.0000000Z,322.000,149.750,,,timeout,0,1,1.000,6.739726E-009,2.000000E-008
2026-01-03T07:48:00-CME-001,2026-01-03T07:48:00.0000000Z,378.000,117.150,,,timeout,0,1,1.000,8.032379E-009,2.000000E-008
2026-01-04T01:25:00-CME-001,2026-01-04T01:25:00.0000000Z,451.000,99.533,,,timeout,0,1,1.000,1.012951E-008,2.000000E-008
2026-01-05T08:48:00-CME-001,2026-01-05T08:48:00.0000000Z,661.000,68.150,61.709,-6.441,target_reached,0,0,1.000,1.120924E-008,1.800000E-008
2026-01-06T02:00:00-CME-001,2026-01-06T02:00:00.0000000Z,895.000,50.950,51.541,0.591,target_reached,0,0,1.000,1.456947E-008,3.000000E-008
2026-01-07T11:36:00-CME-001,2026-01-07T11:36:00.0000000Z,537.000,80.000,,,timeout,0,1,1.000,1.796513E-008,2.000000E-008
2026-01-08T03:00:00-CME-001,2026-01-08T03:00:00.0000000Z,340.000,130.717,,,timeout,0,1,1.000,1.809963E-008,2.000000E-008
2026-01-08T05:53:00-CME-001,2026-01-08T05:53:00.0000000Z,1016.000,61.717,53.019,-8.697,target_reached,0,0,1.000,1.838678E-008,8.000000E-009
2026-01-08T15:48:00-CME-001,2026-01-08T15:48:00.0000000Z,872.000,51.800,55.108,3.308,target_reached,0,0,1.000,1.608931E-008,2.418182E-008
2026-01-08T17:00:00-CME-001,2026-01-08T17:00:00.0000000Z,1056.000,50.600,49.548,-1.052,target_reached,0,0,1.000,1.509091E-008,1.000000E-008
2026-01-08T17:12:00-CME-001,2026-01-08T17:12:00.0000000Z,1084.000,50.400,48.868,-1.532,target_reached,0,0,1.000,1.519273E-008,1.054545E-008
2026-01-09T08:38:00-CME-001,2026-01-09T08:38:00.0000000Z,387.000,101.083,,,timeout,0,1,1.000,1.112578E-008,2.000000E-008
2026-01-09T15:36:00-CME-001,2026-01-09T15:36:00.0000000Z,317.000,154.067,,,timeout,0,1,1.000,1.003985E-008,2.000000E-008
2026-01-10T02:24:00-CME-001,2026-01-10T02:24:00.0000000Z,1118.000,17.200,44.879,27.679,target_reached,0,0,1.000,1.167194E-008,3.090909E-009
2026-01-10T16:12:00-CME-001,2026-01-10T16:12:00.0000000Z,221.000,218.717,,,timeout,0,1,1.000,7.190535E-009,2.000000E-008
2026-01-10T20:36:00-CME-001,2026-01-10T20:36:00.0000000Z,1045.000,65.117,45.613,-19.504,target_reached,0,0,1.000,8.212766E-009,4.545455E-009
2026-01-10T20:48:00-CME-001,2026-01-10T20:48:00.0000000Z,809.000,64.917,53.610,-11.307,target_reached,0,0,1.000,7.623140E-009,4.000000E-009
2026-01-11T05:12:00-CME-001,2026-01-11T05:12:00.0000000Z,775.000,56.517,52.556,-3.961,target_reached,0,0,1.000,5.144781E-009,2.545455E-009
2026-01-11T21:30:00-CME-001,2026-01-11T21:30:00.0000000Z,440.000,100.167,,,timeout,0,1,1.000,3.302615E-009,2.000000E-008
2026-01-12T01:45:00-CME-001,2026-01-12T01:45:00.0000000Z,804.000,35.967,49.288,13.322,target_reached,0,0,1.000,3.155080E-009,1.272727E-009
2026-01-12T03:00:00-CME-001,2026-01-12T03:00:00.0000000Z,916.000,34.717,43.994,9.278,target_reached,0,0,1.000,3.325253E-009,1.636364E-009
2026-01-14T08:24:00-CME-001,2026-01-14T08:24:00.0000000Z,768.000,41.267,52.905,11.638,target_reached,0,0,1.000,7.865320E-009,1.345455E-008
2026-01-17T23:24:00-CME-001,2026-01-17T23:24:00.0000000Z,951.000,43.517,43.253,-0.264,target_reached,0,0,1.000,4.905051E-009,1.436364E-008
2026-01-18T08:36:00-CME-001,2026-01-18T08:36:00.0000000Z,1123.000,34.317,36.000,1.683,shock_detected,1,0,1.000,5.945946E-009,4.345455E-008
2026-01-18T18:09:00-CME-001,2026-01-18T18:09:00.0000000Z,1473.000,24.767,26.000,1.233,shock_detected,1,0,1.000,6.585859E-009,4.345455E-008
2026-01-29T12:45:00-CME-001,2026-01-29T12:45:00.0000000Z,342.000,145.583,,,timeout,0,20,0.736,8.396015E-009,2.000000E-008
2026-01-31T14:12:00-CME-001,2026-01-31T14:12:00.0000000Z,399.000,96.133,,,timeout,0,1,1.000,1.182565E-008,2.000000E-008
2026-02-02T00:48:00-CME-001,2026-02-02T00:48:00.0000000Z,587.000,61.533,69.359,7.826,target_reached,0,0,1.000,1.762612E-008,3.400000E-008
2026-02-11T03:48:00-CME-001,2026-02-11T03:48:00.0000000Z,468.000,87.850,,,timeout,0,1,1.000,8.841843E-009,2.000000E-008
2026-02-11T10:08:00-CME-001,2026-02-11T10:08:00.0000000Z,469.000,81.517,,,timeout,0,1,1.000,8.535492E-009,2.000000E-008
2026-02-13T09:38:00-CME-001,2026-02-13T09:38:00.0000000Z,800.000,34.017,52.646,18.630,target_reached,0,0,1.000,8.299663E-009,5.454545E-009
2026-02-16T05:00:00-CME-001,2026-02-16T05:00:00.0000000Z,434.000,113.583,,,timeout,0,2,0.986,6.963885E-009,2.000000E-008
2026-02-16T14:08:00-CME-001,2026-02-16T14:08:00.0000000Z,455.000,104.450,,,timeout,0,2,0.986,7.362391E-009,2.000000E-008
2026-02-17T11:23:00-CME-001,2026-02-17T11:23:00.0000000Z,418.000,99.050,,,timeout,0,2,0.986,7.671233E-009,2.000000E-008
2026-02-18T00:24:00-CME-001,2026-02-18T00:24:00.0000000Z,474.000,86.033,,,timeout,0,2,0.986,9.312578E-009,2.000000E-008
2026-02-18T03:48:00-CME-001,2026-02-18T03:48:00.0000000Z,508.000,82.633,,,timeout,0,2,0.986,1.020174E-008,2.000000E-008
2026-03-10T02:24:00-CME-001,2026-03-10T02:24:00.0000000Z,544.000,76.700,70.478,-6.222,target_reached,0,0,1.000,4.403300E-009,1.642465E-009
2026-03-10T04:48:00-CME-001,2026-03-10T04:48:00.0000000Z,550.000,74.300,69.778,-4.522,target_reached,0,0,1.000,4.378250E-009,7.090909E-009
2026-03-13T06:24:00-CME-001,2026-03-13T06:24:00.0000000Z,250.000,181.883,,,timeout,0,1,1.000,5.106576E-009,2.000000E-008
2026-03-13T12:48:00-CME-001,2026-03-13T12:48:00.0000000Z,289.000,156.717,,,timeout,0,1,1.000,3.284054E-009,2.000000E-008
2026-03-16T13:26:00-CME-001,2026-03-16T13:26:00.0000000Z,483.000,84.083,,,timeout,0,1,1.000,2.734859E-009,2.000000E-008
2026-03-16T15:24:00-CME-001,2026-03-16T15:24:00.0000000Z,229.000,206.483,,,timeout,0,1,1.000,2.693642E-009,2.000000E-008
2026-03-17T05:08:00-CME-001,2026-03-17T05:08:00.0000000Z,429.000,68.383,,,timeout,0,1,1.000,3.170931E-009,2.000000E-008
2026-03-17T05:48:00-CME-001,2026-03-17T05:48:00.0000000Z,630.000,67.717,60.682,-7.035,target_reached,0,0,1.000,2.424145E-009,1.885642E-009
2026-03-17T06:38:00-CME-001,2026-03-17T06:38:00.0000000Z,470.000,66.883,,,timeout,0,1,1.000,3.463897E-009,2.000000E-008
2026-03-17T08:23:00-CME-001,2026-03-17T08:23:00.0000000Z,434.000,65.133,,,timeout,0,1,1.000,3.904871E-009,2.000000E-008
2026-03-17T10:53:00-CME-001,2026-03-17T10:53:00.0000000Z,287.000,62.633,,,timeout,0,1,1.000,4.665326E-009,2.000000E-008
2026-03-17T16:53:00-CME-001,2026-03-17T16:53:00.0000000Z,508.000,75.400,,,timeout,0,1,1.000,5.385507E-009,2.000000E-008
2026-03-18T09:23:00-CME-001,2026-03-18T09:23:00.0000000Z,731.000,58.900,53.306,-5.594,target_reached,0,0,1.000,5.954352E-009,1.490909E-008
2026-03-18T19:36:00-CME-001,2026-03-18T19:36:00.0000000Z,276.000,154.283,,,timeout,0,1,1.000,1.182920E-008,2.000000E-008
2026-03-21T08:24:00-CME-001,2026-03-21T08:24:00.0000000Z,491.000,93.483,,,timeout,0,1,1.000,5.039510E-009,2.000000E-008
2026-03-22T16:23:00-CME-001,2026-03-22T16:23:00.0000000Z,655.000,61.500,58.677,-2.823,target_reached,0,0,1.000,2.400326E-009,4.363636E-009
2026-03-22T23:24:00-CME-001,2026-03-22T23:24:00.0000000Z,739.000,54.483,52.268,-2.216,target_reached,0,0,1.000,2.148310E-009,1.835475E-009
2026-03-25T06:48:00-CME-001,2026-03-25T06:48:00.0000000Z,267.000,172.683,,,timeout,0,1,1.000,3.328497E-009,2.000000E-008
2026-03-25T15:48:00-CME-001,2026-03-25T15:48:00.0000000Z,295.000,163.683,,,timeout,0,1,1.000,3.405418E-009,2.000000E-008
2026-03-26T21:24:00-CME-001,2026-03-26T21:24:00.0000000Z,355.000,134.083,,,timeout,0,1,1.000,4.764533E-009,2.000000E-008
2026-03-27T23:12:00-CME-001,2026-03-27T23:12:00.0000000Z,417.000,108.283,,,timeout,0,1,1.000,6.383705E-009,2.000000E-008
2026-03-28T01:26:00-CME-001,2026-03-28T01:26:00.0000000Z,397.000,106.050,,,timeout,0,1,1.000,6.421363E-009,2.000000E-008
2026-03-28T17:09:00-CME-001,2026-03-28T17:09:00.0000000Z,300.000,141.883,,,timeout,0,1,1.000,6.756502E-009,2.000000E-008
2026-03-28T23:48:00-CME-001,2026-03-28T23:48:00.0000000Z,511.000,83.683,,,timeout,0,1,1.000,6.940401E-009,2.000000E-008
2026-03-29T05:12:00-CME-001,2026-03-29T05:12:00.0000000Z,515.000,78.283,,,timeout,0,1,1.000,7.012905E-009,2.000000E-008
2026-03-29T11:12:00-CME-001,2026-03-29T11:12:00.0000000Z,505.000,72.283,,,timeout,0,1,1.000,7.098380E-009,2.000000E-008
2026-03-30T03:24:00-CME-001,2026-03-30T03:24:00.0000000Z,1689.000,56.083,28.235,-27.849,target_reached,0,0,1.000,6.096014E-009,3.439802E-009
2026-03-30T21:15:00-CME-001,2026-03-30T21:15:00.0000000Z,768.000,38.233,52.711,14.478,target_reached,0,0,1.000,9.278634E-009,2.005948E-008
2026-03-30T21:30:00-CME-001,2026-03-30T21:30:00.0000000Z,942.000,37.983,43.798,5.815,target_reached,0,0,1.000,7.695120E-009,6.676166E-009
2026-04-01T00:24:00-CME-001,2026-04-01T00:24:00.0000000Z,525.000,62.633,,,timeout,0,1,1.000,8.942645E-009,2.000000E-008
2026-04-01T02:36:00-CME-001,2026-04-01T02:36:00.0000000Z,573.000,60.433,69.210,8.777,target_reached,0,0,1.000,8.756404E-009,1.432727E-009
