hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,267.000,2.000000E-008,,,0
1,1.000000,22.884904,268.262,2.000000E-008,,,0
2,2.000000,24.276275,269.499,2.000000E-008,,,0
3,3.000000,25.673991,270.714,2.000000E-008,,,0
4,4.000000,27.077935,271.906,2.000000E-008,,,0
5,5.000000,28.487992,273.077,2.000000E-008,,,0
6,6.000000,29.904052,274.226,2.000000E-008,,,0
7,7.000000,31.326005,275.355,2.000000E-008,,,0
8,8.000000,32.753747,276.464,2.000000E-008,,,0
9,9.000000,34.187176,277.553,2.000000E-008,,,0
10,10.000000,35.626190,278.623,2.000000E-008,,,0
11,11.000000,37.070694,279.675,2.000000E-008,,,0
12,12.000000,38.520592,280.708,2.000000E-008,,,0
13,13.000000,39.975793,281.724,2.000000E-008,,,0
14,14.000000,41.436205,282.723,2.000000E-008,,,0
15,15.000000,42.901742,283.705,2.000000E-008,,,0
16,16.000000,44.372318,284.670,2.000000E-008,,,0
17,17.000000,45.847850,285.620,2.000000E-008,,,0
18,18.000000,47.328257,286.554,2.000000E-008,,,0
19,19.000000,48.813458,287.474,2.000000E-008,,,0
20,20.000000,50.303378,288.378,2.000000E-008,,,0
21,21.000000,51.797939,289.268,2.000000E-008,,,0
22,22.000000,53.297069,290.144,2.000000E-008,,,0
23,23.000000,54.800696,291.006,2.000000E-008,,,0
24,24.000000,56.308749,291.854,2.000000E-008,,,0
25,25.000000,57.821159,292.690,2.000000E-008,,,0
26,26.000000,59.337860,293.513,2.000000E-008,,,0
27,27.000000,60.858786,294.323,2.000000E-008,,,0
28,28.000000,62.383873,295.121,2.000000E-008,,,0
29,29.000000,63.913058,295.907,2.000000E-008,,,0
30,30.000000,65.446280,296.681,2.000000E-008,,,0
31,31.000000,66.983479,297.444,2.000000E-008,,,0
32,32.000000,68.524597,298.196,2.000000E-008,,,0
33,33.000000,70.069577,298.937,2.000000E-008,,,0
34,34.000000,71.618362,299.667,2.000000E-008,,,0
35,35.000000,73.170897,300.386,2.000000E-008,,,0
36,36.000000,74.727130,301.096,2.000000E-008,,,0
37,37.000000,76.287008,301.795,2.000000E-008,,,0
38,38.000000,77.850478,302.485,2.000000E-008,,,0
39,39.000000,79.417492,303.165,2.000000E-008,,,0
40,40.000000,80.988000,303.835,2.000000E-008,,,0
41,41.000000,82.561953,304.496,2.000000E-008,,,0
42,42.000000,84.139304,305.149,2.000000E-008,,,0
43,43.000000,85.720007,305.792,2.000000E-008,,,0
44,44.000000,87.304017,306.427,2.000000E-008,,,0
45,45.000000,88.891290,307.053,2.000000E-008,,,0
46,46.000000,90.481781,307.671,2.000000E-008,,,0
47,47.000000,92.075448,308.280,2.000000E-008,,,0
48,48.000000,93.672250,308.882,2.000000E-008,,,0
49,49.000000,95.272145,309.476,2.000000E-008,,,0
50,50.000000,96.875094,310.062,2.000000E-008,,,0
51,51.000000,98.481056,310.641,2.000000E-008,,,0
52,52.000000,100.089993,311.212,2.000000E-008,,,0
53,53.000000,101.701867,311.776,2.000000E-008,,,0
54,54.000000,103.316641,312.333,2.000000E-008,,,0
55,55.000000,104.934279,312.883,2.000000E-008,,,0
56,56.000000,106.554744,313.426,2.000000E-008,,,0
57,57.000000,108.178002,313.962,2.000000E-008,,,0
58,58.000000,109.804018,314.492,2.000000E-008,,,0
59,59.000000,111.432758,315.015,2.000000E-008,,,0
60,60.000000,113.064189,315.532,2.000000E-008,,,0
61,61.000000,114.698279,316.043,2.000000E-008,,,0
62,62.000000,116.334995,316.547,2.000000E-008,,,0
63,63.000000,117.974305,317.045,2.000000E-008,,,0
64,64.000000,119.616179,317.538,2.000000E-008,,,0
65,65.000000,121.260587,318.025,2.000000E-008,,,0
66,66.000000,122.907499,318.506,2.000000E-008,,,0
67,67.000000,124.556885,318.981,2.000000E-008,,,0
68,68.000000,126.208717,319.451,2.000000E-008,,,0
69,69.000000,127.862966,319.915,2.000000E-008,,,0
70,70.000000,129.519604,320.375,2.000000E-008,,,0
71,71.000000,131.178605,320.828,2.000000E-008,,,0
72,72.000000,132.839941,321.277,2.000000E-008,,,0
