hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,295.000,2.363723E-009,1.182,531.652,0
1,1.000000,23.026679,295.061,1.544009E-009,0.772,531.086,0
2,2.000000,24.553692,295.129,1.720420E-009,0.860,528.578,0
3,3.000000,26.080984,295.169,1.000000E-009,0.043,487.307,0
4,4.000000,27.609033,295.422,6.400000E-009,3.200,511.000,0
5,5.000000,29.137836,295.461,1.000000E-009,0.155,478.294,0
6,6.000000,30.666843,295.500,1.000000E-009,0.032,454.100,0
7,7.000000,32.196053,295.540,1.000000E-009,0.014,453.570,0
8,8.000000,33.725467,295.579,1.000000E-009,0.050,465.282,0
9,9.000000,35.255084,295.618,1.000000E-009,0.130,469.201,0
10,10.000000,36.784903,295.657,1.000000E-009,0.160,470.797,0
11,11.000000,38.314926,295.696,1.000000E-009,0.177,479.981,0
12,12.000000,39.845940,296.040,8.800000E-009,4.400,479.000,0
13,13.000000,41.377942,296.079,1.000000E-009,0.103,459.606,0
14,14.000000,42.910788,296.366,7.400000E-009,3.700,474.000,0
15,15.000000,44.444475,296.404,1.000000E-009,0.021,443.379,0
16,16.000000,45.979021,296.697,7.600000E-009,3.800,470.000,0
17,17.000000,47.514423,296.736,1.000000E-009,0.010,437.511,0
18,18.000000,49.050915,297.118,1.000000E-008,5.000,452.000,0
19,19.000000,50.588494,297.156,1.000000E-009,0.022,467.655,0
20,20.000000,52.127076,297.505,9.200000E-009,4.600,451.000,0
21,21.000000,53.666658,297.543,1.000000E-009,0.022,465.106,0
22,22.000000,55.207215,297.882,9.000000E-009,4.500,455.000,0
23,23.000000,56.748746,297.920,1.000000E-009,0.012,438.604,0
24,24.000000,58.291323,298.286,9.800000E-009,4.900,452.000,0
25,25.000000,59.835539,298.553,7.200000E-009,3.600,441.000,0
26,26.000000,61.380543,298.590,1.000000E-009,0.031,474.533,0
27,27.000000,62.925738,298.627,1.000000E-009,0.056,493.091,0
28,28.000000,64.471659,298.871,6.600000E-009,3.300,469.000,0
29,29.000000,66.018857,299.121,6.800000E-009,3.400,470.000,0
30,30.000000,67.566876,299.189,1.851830E-009,0.926,488.631,0
31,31.000000,69.115165,299.225,1.000000E-009,0.131,455.972,0
32,32.000000,70.663643,299.262,1.000000E-009,0.326,462.012,0
33,33.000000,72.212310,299.298,1.000000E-009,0.237,458.895,0
34,34.000000,73.761166,299.335,1.000000E-009,0.068,472.115,0
35,35.000000,75.310211,299.371,1.000000E-009,0.055,472.656,0
36,36.000000,76.860179,299.691,8.800000E-009,4.400,463.000,0
37,37.000000,78.411066,299.727,1.000000E-009,0.022,426.259,0
38,38.000000,79.962721,299.987,7.200000E-009,3.600,468.000,0
39,39.000000,81.515642,300.217,6.400000E-009,3.200,449.000,0
40,40.000000,83.069251,300.253,1.000000E-009,0.136,441.525,0
41,41.000000,84.623046,300.289,1.000000E-009,0.357,428.710,0
42,42.000000,86.177580,300.539,7.000000E-009,3.500,435.000,0
43,43.000000,87.733587,300.858,9.000000E-009,4.500,411.000,0
44,44.000000,89.290559,300.912,1.511453E-009,0.756,406.550,0
45,45.000000,90.847760,300.947,1.000000E-009,0.208,420.937,0
46,46.000000,92.405145,300.982,1.000000E-009,0.292,408.069,0
47,47.000000,93.963440,301.299,9.000000E-009,4.500,413.000,0
48,48.000000,95.522674,301.345,1.312154E-009,0.656,396.390,0
49,49.000000,97.082116,301.380,1.000000E-009,0.144,406.199,0
50,50.000000,98.641817,301.444,1.843806E-009,0.922,387.944,0
51,51.000000,100.201774,301.479,1.000000E-009,0.117,390.149,0
52,52.000000,101.762670,301.807,9.400000E-009,4.700,391.000,0
53,53.000000,103.324502,301.841,1.000000E-009,0.336,403.938,0
54,54.000000,104.886634,301.922,2.336495E-009,1.168,407.661,0
55,55.000000,106.449085,301.965,1.240857E-009,0.620,386.576,0
56,56.000000,108.011738,302.000,1.000000E-009,0.050,388.416,0
57,57.000000,109.574569,302.034,1.000000E-009,0.182,388.065,0
58,58.000000,111.137702,302.116,2.368696E-009,1.184,375.218,0
59,59.000000,112.701148,302.156,1.152242E-009,0.576,378.849,0
60,60.000000,114.265605,302.506,1.020000E-008,5.100,366.000,0
61,61.000000,115.831056,302.540,1.000000E-009,0.203,382.346,0
62,62.000000,117.396683,302.575,1.000000E-009,0.183,374.826,0
63,63.000000,118.962488,302.609,1.000000E-009,0.167,383.454,0
64,64.000000,120.528469,302.643,1.000000E-009,0.207,383.018,0
65,65.000000,122.094626,302.677,1.000000E-009,0.351,376.508,0
66,66.000000,123.661752,303.017,1.000000E-008,5.000,389.000,0
67,67.000000,125.230665,303.368,1.040000E-008,5.200,385.000,0
68,68.000000,126.800574,303.402,1.019208E-009,0.510,388.792,0
69,69.000000,128.371507,303.763,1.080000E-008,5.400,370.000,0
70,70.000000,129.943514,303.817,1.615974E-009,0.808,368.784,0
71,71.000000,131.515909,303.913,2.893405E-009,1.447,352.611,0
72,72.000000,133.090265,304.574,2.000000E-008,,,1
