hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,468.000,1.000000E-008,5.000,458.000,0
1,1.000000,23.921295,467.831,1.020000E-008,5.100,454.000,0
2,2.000000,26.341733,467.669,9.800000E-009,4.900,448.000,0
3,3.000000,28.761351,467.514,9.400000E-009,4.700,464.000,0
4,4.000000,31.180164,467.357,9.600000E-009,4.800,489.000,0
5,5.000000,33.598173,467.204,9.400000E-009,4.700,482.000,0
6,6.000000,36.015400,467.054,9.200000E-009,4.600,474.000,0
7,7.000000,38.431822,466.893,1.000000E-008,5.000,479.000,0
8,8.000000,40.847412,466.732,1.000000E-008,5.000,484.000,0
9,9.000000,43.262171,466.572,1.000000E-008,5.000,470.000,0
10,10.000000,45.676105,466.413,1.000000E-008,5.000,473.000,0
11,11.000000,48.089258,466.271,9.000000E-009,4.500,454.000,0
12,12.000000,50.501716,466.144,8.000000E-009,4.000,437.000,0
13,13.000000,52.913514,466.015,8.200000E-009,4.100,457.000,0
14,14.000000,55.324638,465.884,8.400000E-009,4.200,459.000,0
15,15.000000,57.735098,465.759,8.000000E-009,4.000,448.000,0
16,16.000000,60.144850,465.610,9.600000E-009,4.800,453.000,0
17,17.000000,62.553816,465.455,1.000000E-008,5.000,441.000,0
18,18.000000,64.961976,465.299,1.020000E-008,5.100,430.000,0
19,19.000000,67.369334,465.145,1.000000E-008,5.000,418.000,0
20,20.000000,69.775901,464.993,1.000000E-008,5.000,422.000,0
21,21.000000,72.181682,464.841,1.000000E-008,5.000,432.000,0
22,22.000000,74.586624,464.669,1.140000E-008,5.700,425.000,0
23,23.000000,76.990678,464.498,1.140000E-008,5.700,411.000,0
24,24.000000,79.393834,464.322,1.180000E-008,5.900,397.000,0
25,25.000000,81.796072,464.144,1.200000E-008,6.000,406.000,0
26,26.000000,84.197383,463.963,1.220000E-008,6.100,395.000,0
27,27.000000,86.597779,463.790,1.180000E-008,5.900,407.000,0
28,28.000000,88.997273,463.615,1.200000E-008,6.000,400.000,0
29,29.000000,91.395915,463.461,1.060000E-008,5.300,407.000,0
30,30.000000,93.793792,463.319,9.800000E-009,4.900,411.000,0
31,31.000000,96.190937,463.178,9.800000E-009,4.900,398.000,0
32,32.000000,98.587346,463.034,1.000000E-008,5.000,389.000,0
33,33.000000,100.982970,462.875,1.120000E-008,5.600,365.000,0
34,34.000000,103.377762,462.713,1.140000E-008,5.700,369.000,0
35,35.000000,105.771785,462.577,9.600000E-009,4.800,375.000,0
36,36.000000,108.165078,462.431,1.040000E-008,5.200,378.000,0
37,37.000000,110.557624,462.288,1.020000E-008,5.100,375.000,0
38,38.000000,112.949453,462.154,9.600000E-009,4.800,376.000,0
39,39.000000,115.340600,462.024,9.400000E-009,4.700,373.000,0
40,40.000000,117.731065,461.891,9.600000E-009,4.800,406.000,0
41,41.000000,120.120852,461.762,9.400000E-009,4.700,399.000,0
42,42.000000,122.509986,461.638,9.000000E-009,4.500,393.000,0
43,43.000000,124.898461,461.507,9.600000E-009,4.800,387.000,0
44,44.000000,127.286148,461.334,1.280000E-008,6.400,401.000,0
45,45.000000,129.672923,461.155,1.320000E-008,6.600,397.000,0
46,46.000000,132.058807,460.989,1.240000E-008,6.200,391.000,0
47,47.000000,134.443873,460.839,1.120000E-008,5.600,390.000,0
48,48.000000,136.828283,460.735,7.800000E-009,3.900,410.000,0
49,49.000000,139.212206,460.651,6.400000E-009,3.200,395.000,0
50,50.000000,141.595697,460.569,6.200000E-009,3.100,372.000,0
51,51.000000,143.978750,460.482,6.600000E-009,3.300,373.000,0
52,52.000000,146.361326,460.384,7.400000E-009,3.700,359.000,0
53,53.000000,148.743441,460.303,6.200000E-009,3.100,359.000,0
54,54.000000,151.125162,460.232,5.400000E-009,2.700,368.000,0
55,55.000000,153.506445,460.133,7.600000E-009,3.800,418.000,0
56,56.000000,155.887249,460.048,6.600000E-009,3.300,411.000,0
57,57.000000,158.267616,459.965,6.400000E-009,3.200,403.000,0
58,58.000000,160.647555,459.882,6.400000E-009,3.200,398.000,0
59,59.000000,163.027033,459.786,7.400000E-009,3.700,392.000,0
60,60.000000,165.405905,459.648,1.080000E-008,5.400,414.000,0
61,61.000000,167.784028,459.497,1.180000E-008,5.900,419.000,0
62,62.000000,170.161288,459.314,1.440000E-008,7.200,435.000,0
63,63.000000,172.537741,459.185,1.020000E-008,5.100,430.000,0
64,64.000000,174.913562,459.069,9.200000E-009,4.600,419.000,0
65,65.000000,177.288745,458.939,1.040000E-008,5.200,411.000,0
66,66.000000,179.663242,458.804,1.080000E-008,5.400,399.000,0
67,67.000000,182.036915,458.621,1.480000E-008,7.400,398.000,0
68,68.000000,184.409929,458.549,5.800000E-009,2.900,423.000,0
69,69.000000,186.782571,458.477,5.800000E-009,2.900,428.000,0
70,70.000000,189.154819,458.396,6.600000E-009,3.300,441.000,0
71,71.000000,191.526660,458.320,6.200000E-009,3.100,444.000,0
72,72.000000,193.897673,458.076,2.000000E-008,,,1
