hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,295.000,4.727446E-009,1.182,531.652,0
1,1.000000,23.026837,295.122,3.088019E-009,0.772,531.086,0
2,2.000000,24.554343,295.258,3.440841E-009,0.860,528.578,0
3,3.000000,26.082302,295.298,1.000000E-009,0.043,487.307,0
4,4.000000,27.611667,295.801,1.280000E-008,3.200,511.000,0
5,5.000000,29.142432,295.840,1.000000E-009,0.155,478.294,0
6,6.000000,30.673398,295.879,1.000000E-009,0.032,454.100,0
7,7.000000,32.204567,295.918,1.000000E-009,0.014,453.570,0
8,8.000000,33.735937,295.957,1.000000E-009,0.050,465.282,0
9,9.000000,35.267509,295.996,1.000000E-009,0.130,469.201,0
10,10.000000,36.799283,296.035,1.000000E-009,0.160,470.797,0
11,11.000000,38.331258,296.074,1.000000E-009,0.177,479.981,0
12,12.000000,39.865096,296.753,1.760000E-008,4.400,479.000,0
13,13.000000,41.400789,296.792,1.000000E-009,0.103,459.606,0
14,14.000000,42.938044,297.356,1.480000E-008,3.700,474.000,0
15,15.000000,44.476855,297.394,1.000000E-009,0.021,443.379,0
16,16.000000,46.017249,297.967,1.520000E-008,3.800,470.000,0
17,17.000000,47.559219,298.004,1.000000E-009,0.010,437.511,0
18,18.000000,49.103215,298.748,2.000000E-008,5.000,452.000,0
19,19.000000,50.649225,298.785,1.000000E-009,0.022,467.655,0
20,20.000000,52.197079,299.459,1.840000E-008,4.600,451.000,0
21,21.000000,53.746767,299.495,1.000000E-009,0.022,465.106,0
22,22.000000,55.298235,300.146,1.800000E-008,4.500,455.000,0
23,23.000000,56.851475,300.182,1.000000E-009,0.012,438.604,0
24,24.000000,58.406619,300.880,1.960000E-008,4.900,452.000,0
25,25.000000,59.964878,301.386,1.440000E-008,3.600,441.000,0
26,26.000000,61.524536,301.421,1.000000E-009,0.031,474.533,0
27,27.000000,63.084375,301.456,1.000000E-009,0.056,493.091,0
28,28.000000,64.645495,301.916,1.320000E-008,3.300,469.000,0
29,29.000000,66.209016,302.384,1.360000E-008,3.400,470.000,0
30,30.000000,67.774077,302.511,3.703659E-009,0.926,488.631,0
31,31.000000,69.339554,302.546,1.000000E-009,0.131,455.972,0
32,32.000000,70.905235,302.590,1.303980E-009,0.326,462.012,0
33,33.000000,72.471120,302.624,1.000000E-009,0.237,458.895,0
34,34.000000,74.037181,302.658,1.000000E-009,0.068,472.115,0
35,35.000000,75.603419,302.693,1.000000E-009,0.055,472.656,0
36,36.000000,77.171291,303.289,1.760000E-008,4.400,463.000,0
37,37.000000,78.740789,303.322,1.000000E-009,0.022,426.259,0
38,38.000000,80.311625,303.805,1.440000E-008,3.600,468.000,0
39,39.000000,81.884805,304.229,1.280000E-008,3.200,449.000,0
40,40.000000,83.459168,304.262,1.000000E-009,0.136,441.525,0
41,41.000000,85.033738,304.309,1.429197E-009,0.357,428.710,0
42,42.000000,86.609620,304.768,1.400000E-008,3.500,435.000,0
43,43.000000,88.188202,305.353,1.800000E-008,4.500,411.000,0
44,44.000000,89.768545,305.450,3.022907E-009,0.756,406.550,0
45,45.000000,91.349223,305.482,1.000000E-009,0.208,420.937,0
46,46.000000,92.930082,305.520,1.168409E-009,0.292,408.069,0
47,47.000000,94.512528,306.095,1.800000E-008,4.500,413.000,0
48,48.000000,96.096674,306.178,2.624307E-009,0.656,396.390,0
49,49.000000,97.681117,306.210,1.000000E-009,0.144,406.199,0
50,50.000000,99.265945,306.326,3.687611E-009,0.922,387.944,0
51,51.000000,100.851155,306.358,1.000000E-009,0.117,390.149,0
52,52.000000,102.437976,306.947,1.880000E-008,4.700,391.000,0
53,53.000000,104.026429,306.989,1.342892E-009,0.336,403.938,0
54,54.000000,105.615365,307.135,4.672990E-009,1.168,407.661,0
55,55.000000,107.204877,307.212,2.481714E-009,0.620,386.576,0
56,56.000000,108.794668,307.243,1.000000E-009,0.050,388.416,0
57,57.000000,110.384619,307.274,1.000000E-009,0.182,388.065,0
58,58.000000,111.975029,307.420,4.737392E-009,1.184,375.218,0
59,59.000000,113.566002,307.491,2.304485E-009,0.576,378.849,0
60,60.000000,115.158777,308.115,2.040000E-008,5.100,366.000,0
61,61.000000,116.753243,308.146,1.000000E-009,0.203,382.346,0
62,62.000000,118.347866,308.176,1.000000E-009,0.183,374.826,0
63,63.000000,119.942645,308.206,1.000000E-009,0.167,383.454,0
64,64.000000,121.537582,308.237,1.000000E-009,0.207,383.018,0
65,65.000000,123.132707,308.279,1.405653E-009,0.351,376.508,0
66,66.000000,124.729503,308.881,2.000000E-008,5.000,389.000,0
67,67.000000,126.329454,309.498,2.080000E-008,5.200,385.000,0
68,68.000000,127.931154,309.559,2.038416E-009,0.510,388.792,0
69,69.000000,129.534647,310.190,2.160000E-008,5.400,370.000,0
70,70.000000,131.140014,310.284,3.231948E-009,0.808,368.784,0
71,71.000000,132.746056,310.451,5.786811E-009,1.447,352.611,0
72,72.000000,134.354018,311.025,2.000000E-008,,,1
