hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,317.000,6.933333E-009,5.200,476.000,0
1,1.000000,23.140858,317.191,7.733333E-009,5.800,481.000,0
2,2.000000,24.782720,317.388,8.000000E-009,6.000,473.000,0
3,3.000000,26.425634,317.597,8.533333E-009,6.400,501.000,0
4,4.000000,28.069584,317.789,7.866667E-009,5.900,490.000,0
5,5.000000,29.714526,317.980,7.866667E-009,5.900,492.000,0
6,6.000000,31.360453,318.170,7.866667E-009,5.900,487.000,0
7,7.000000,33.007427,318.385,8.933333E-009,6.700,494.000,0
8,8.000000,34.655502,318.596,8.800000E-009,6.600,473.000,0
9,9.000000,36.304696,318.818,9.333333E-009,7.000,477.000,0
10,10.000000,37.955110,319.067,1.053333E-008,7.900,487.000,0
11,11.000000,39.606946,319.368,1.280000E-008,9.600,488.000,0
12,12.000000,41.260397,319.691,1.386667E-008,10.400,468.000,0
13,13.000000,42.915530,320.018,1.413333E-008,10.600,466.000,0
14,14.000000,44.572173,320.275,1.120000E-008,8.400,474.000,0
15,15.000000,46.230048,320.494,9.600000E-009,7.200,474.000,0
16,16.000000,47.889093,320.727,1.026667E-008,7.700,478.000,0
17,17.000000,49.549262,320.928,8.933333E-009,6.700,470.000,0
18,18.000000,51.210409,321.105,7.866667E-009,5.900,484.000,0
19,19.000000,52.872414,321.260,6.933333E-009,5.200,481.000,0
20,20.000000,54.535159,321.391,5.866667E-009,4.400,485.000,0
21,21.000000,56.198572,321.518,5.733333E-009,4.300,485.000,0
22,22.000000,57.862703,321.669,6.800000E-009,5.100,483.000,0
23,23.000000,59.527635,321.827,7.200000E-009,5.400,484.000,0
24,24.000000,61.193477,322.020,8.800000E-009,6.600,480.000,0
25,25.000000,62.860368,322.233,9.733333E-009,7.300,471.000,0
26,26.000000,64.528334,322.436,9.333333E-009,7.000,469.000,0
27,27.000000,66.197256,322.603,7.733333E-009,5.800,471.000,0
28,28.000000,67.867019,322.761,7.333333E-009,5.500,459.000,0
29,29.000000,69.537966,323.060,1.400000E-008,10.500,540.000,0
30,30.000000,71.210727,323.461,1.893333E-008,14.200,576.000,0
31,31.000000,72.885865,323.978,2.466667E-008,18.500,570.000,0
32,32.000000,74.563288,324.345,1.773333E-008,13.300,557.000,0
33,33.000000,76.242454,324.652,1.493333E-008,11.200,542.000,0
34,34.000000,77.922897,324.839,9.200000E-009,6.900,529.000,0
35,35.000000,79.604322,325.031,9.466667E-009,7.100,510.000,0
36,36.000000,81.286739,325.222,9.466667E-009,7.100,506.000,0
37,37.000000,82.970017,325.364,7.066667E-009,5.300,518.000,0
38,38.000000,84.653938,325.471,5.333333E-009,4.000,537.000,0
39,39.000000,86.338398,325.572,5.066667E-009,3.800,528.000,0
40,40.000000,88.023408,325.684,5.600000E-009,4.200,523.000,0
41,41.000000,89.709028,325.808,6.266667E-009,4.700,520.000,0
42,42.000000,91.395311,325.940,6.666667E-009,5.000,516.000,0
43,43.000000,93.082255,326.064,6.266667E-009,4.700,527.000,0
44,44.000000,94.769865,326.197,6.800000E-009,5.100,536.000,0
45,45.000000,96.458137,326.320,6.266667E-009,4.700,533.000,0
46,46.000000,98.147124,326.473,7.866667E-009,5.900,530.000,0
47,47.000000,99.836916,326.631,8.133333E-009,6.100,518.000,0
48,48.000000,101.527398,326.740,5.600000E-009,4.200,520.000,0
49,49.000000,103.218333,326.807,3.466667E-009,2.600,511.000,0
50,50.000000,104.909998,327.022,1.120000E-008,8.400,514.000,0
51,51.000000,106.602518,327.137,6.000000E-009,4.500,527.000,0
52,52.000000,108.295493,327.198,3.200000E-009,2.400,533.000,0
53,53.000000,109.988770,327.254,2.933333E-009,2.200,550.000,0
54,54.000000,111.682330,327.307,2.800000E-009,2.100,542.000,0
55,55.000000,113.376147,327.353,2.400000E-009,1.800,545.000,0
56,56.000000,115.070192,327.396,2.266667E-009,1.700,534.000,0
57,57.000000,116.764467,327.441,2.400000E-009,1.800,542.000,0
58,58.000000,118.458964,327.482,2.133333E-009,1.600,523.000,0
59,59.000000,120.153677,327.525,2.266667E-009,1.700,558.000,0
60,60.000000,121.848630,327.575,2.666667E-009,2.000,538.000,0
61,61.000000,123.543845,327.625,2.666667E-009,2.000,527.000,0
62,62.000000,125.239313,327.673,2.533333E-009,1.900,529.000,0
63,63.000000,126.935015,327.716,2.266667E-009,1.700,513.000,0
64,64.000000,128.630938,327.758,2.266667E-009,1.700,514.000,0
65,65.000000,130.327081,327.801,2.266667E-009,1.700,499.000,0
66,66.000000,132.023438,327.841,2.133333E-009,1.600,520.000,0
67,67.000000,133.720001,327.881,2.133333E-009,1.600,506.000,0
68,68.000000,135.416778,327.923,2.266667E-009,1.700,501.000,0
69,69.000000,137.113794,327.973,2.666667E-009,2.000,547.000,0
70,70.000000,138.811073,328.025,2.800000E-009,2.100,539.000,0
71,71.000000,140.508642,328.085,3.200000E-009,2.400,518.000,0
72,72.000000,142.207326,328.455,2.000000E-008,,,1
