activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-01-09T15:36:00-CME-001,2026-01-09T15:36:00.0000000Z,317.000,154.067,,,timeout,0,1,1.000,7.435616E-009,2.000000E-008
2026-01-10T02:24:00-CME-001,2026-01-10T02:24:00.0000000Z,1118.000,17.200,42.148,24.948,target_reached,0,0,1.000,8.842424E-009,2.800000E-009
2026-01-10T16:12:00-CME-001,2026-01-10T16:12:00.0000000Z,221.000,218.717,,,timeout,0,1,1.000,5.346119E-009,2.000000E-008
2026-01-10T20:36:00-CME-001,2026-01-10T20:36:00.0000000Z,1045.000,65.117,43.252,-21.865,target_reached,0,0,1.000,6.115556E-009,4.400000E-009
2026-01-10T20:48:00-CME-001,2026-01-10T20:48:00.0000000Z,809.000,64.917,51.841,-13.076,target_reached,0,0,1.000,5.693082E-009,2.666667E-009
2026-01-11T05:12:00-CME-001,2026-01-11T05:12:00.0000000Z,775.000,56.517,51.475,-5.042,target_reached,0,0,1.000,3.808805E-009,2.400000E-009
2026-01-11T21:30:00-CME-001,2026-01-11T21:30:00.0000000Z,440.000,100.167,,,timeout,0,1,1.000,2.500457E-009,2.000000E-008
2026-01-12T01:45:00-CME-001,2026-01-12T01:45:00.0000000Z,804.000,35.967,48.577,12.611,target_reached,0,0,1.000,2.345333E-009,1.000000E-009
2026-01-12T03:00:00-CME-001,2026-01-12T03:00:00.0000000Z,916.000,34.717,43.179,8.462,target_reached,0,0,1.000,2.440000E-009,1.200000E-009
2026-01-14T08:24:00-CME-001,2026-01-14T08:24:00.0000000Z,768.000,41.267,51.849,10.583,target_reached,0,0,1.000,5.690566E-009,6.666667E-009
2026-01-17T23:24:00-CME-001,2026-01-17T23:24:00.0000000Z,951.000,43.517,42.232,-1.284,target_reached,0,0,1.000,3.439394E-009,4.133333E-009
2026-01-18T08:36:00-CME-001,2026-01-18T08:36:00.0000000Z,1123.000,34.317,36.000,1.683,shock_detected,1,0,1.000,4.360360E-009,3.186667E-008
2026-01-18T18:09:00-CME-001,2026-01-18T18:09:00.0000000Z,1473.000,24.767,26.000,1.233,shock_detected,1,0,1.000,4.829630E-009,3.186667E-008
2026-01-29T12:45:00-CME-001,2026-01-29T12:45:00.0000000Z,342.000,145.583,,,timeout,0,20,0.736,7.618265E-009,2.000000E-008
2026-01-31T14:12:00-CME-001,2026-01-31T14:12:00.0000000Z,399.000,96.133,,,timeout,0,1,1.000,8.745205E-009,2.000000E-008
2026-02-02T00:48:00-CME-001,2026-02-02T00:48:00.0000000Z,587.000,61.533,68.096,6.563,target_reached,0,0,1.000,1.275429E-008,2.280000E-008
2026-02-11T03:48:00-CME-001,2026-02-11T03:48:00.0000000Z,468.000,87.850,,,timeout,0,1,1.000,6.557078E-009,2.000000E-008
2026-02-11T10:08:00-CME-001,2026-02-11T10:08:00.0000000Z,469.000,81.517,,,timeout,0,1,1.000,6.332420E-009,2.000000E-008
2026-02-13T09:38:00-CME-001,2026-02-13T09:38:00.0000000Z,800.000,34.017,51.203,17.186,target_reached,0,0,1.000,6.125786E-009,3.866667E-009
2026-02-16T05:00:00-CME-001,2026-02-16T05:00:00.0000000Z,434.000,113.583,,,timeout,0,2,0.986,5.252968E-009,2.000000E-008
2026-02-16T14:08:00-CME-001,2026-02-16T14:08:00.0000000Z,455.000,104.450,,,timeout,0,2,0.986,5.545205E-009,2.000000E-008
2026-02-17T11:23:00-CME-001,2026-02-17T11:23:00.0000000Z,418.000,99.050,,,timeout,0,2,0.986,5.771689E-009,2.000000E-008
2026-02-18T00:24:00-CME-001,2026-02-18T00:24:00.0000000Z,474.000,86.033,,,timeout,0,2,0.986,6.975342E-009,2.000000E-008
2026-02-18T03:48:00-CME-001,2026-02-18T03:48:00.0000000Z,508.000,82.633,,,timeout,0,2,0.986,7.627397E-009,2.000000E-008
2026-03-10T02:24:00-CME-001,2026-03-10T02:24:00.0000000Z,544.000,76.700,70.062,-6.638,target_reached,0,0,1.000,3.330113E-009,1.204475E-009
2026-03-10T04:48:00-CME-001,2026-03-10T04:48:00.0000000Z,550.000,74.300,69.352,-4.948,target_reached,0,0,1.000,3.313166E-009,5.200000E-009
2026-03-13T06:24:00-CME-001,2026-03-13T06:24:00.0000000Z,250.000,181.883,,,timeout,0,1,1.000,3.959198E-009,2.000000E-008
2026-03-13T12:48:00-CME-001,2026-03-13T12:48:00.0000000Z,289.000,156.717,,,timeout,0,1,1.000,2.637294E-009,2.000000E-008
2026-03-16T13:26:00-CME-001,2026-03-16T13:26:00.0000000Z,483.000,84.083,,,timeout,0,1,1.000,2.177163E-009,2.000000E-008
2026-03-16T15:24:00-CME-001,2026-03-16T15:24:00.0000000Z,229.000,206.483,,,timeout,0,1,1.000,2.145728E-009,2.000000E-008
2026-03-17T05:08:00-CME-001,2026-03-17T05:08:00.0000000Z,429.000,68.383,,,timeout,0,1,1.000,2.471343E-009,2.000000E-008
2026-03-17T05:48:00-CME-001,2026-03-17T05:48:00.0000000Z,630.000,67.717,60.381,-7.336,target_reached,0,0,1.000,1.861431E-009,1.382804E-009
2026-03-17T06:38:00-CME-001,2026-03-17T06:38:00.0000000Z,470.000,66.883,,,timeout,0,1,1.000,2.684758E-009,2.000000E-008
2026-03-17T08:23:00-CME-001,2026-03-17T08:23:00.0000000Z,434.000,65.133,,,timeout,0,1,1.000,3.000833E-009,2.000000E-008
2026-03-17T10:53:00-CME-001,2026-03-17T10:53:00.0000000Z,287.000,62.633,,,timeout,0,1,1.000,3.554847E-009,2.000000E-008
2026-03-17T16:53:00-CME-001,2026-03-17T16:53:00.0000000Z,508.000,75.400,,,timeout,0,1,1.000,4.078058E-009,2.000000E-008
2026-03-18T09:23:00-CME-001,2026-03-18T09:23:00.0000000Z,731.000,58.900,52.794,-6.106,target_reached,0,0,1.000,4.305529E-009,5.137566E-009
2026-03-18T19:36:00-CME-001,2026-03-18T19:36:00.0000000Z,276.000,154.283,,,timeout,0,1,1.000,8.796297E-009,2.000000E-008
2026-03-21T08:24:00-CME-001,2026-03-21T08:24:00.0000000Z,491.000,93.483,,,timeout,0,1,1.000,3.819842E-009,2.000000E-008
2026-03-22T16:23:00-CME-001,2026-03-22T16:23:00.0000000Z,655.000,61.500,58.307,-3.193,target_reached,0,0,1.000,1.884683E-009,3.200000E-009
2026-03-22T23:24:00-CME-001,2026-03-22T23:24:00.0000000Z,739.000,54.483,51.901,-2.583,target_reached,0,0,1.000,1.720636E-009,3.200000E-009
2026-03-25T06:48:00-CME-001,2026-03-25T06:48:00.0000000Z,267.000,172.683,,,timeout,0,1,1.000,2.646515E-009,2.000000E-008
2026-03-25T15:48:00-CME-001,2026-03-25T15:48:00.0000000Z,295.000,163.683,,,timeout,0,1,1.000,2.712784E-009,2.000000E-008
2026-03-26T21:24:00-CME-001,2026-03-26T21:24:00.0000000Z,355.000,134.083,,,timeout,0,1,1.000,3.676358E-009,2.000000E-008
2026-03-27T23:12:00-CME-001,2026-03-27T23:12:00.0000000Z,417.000,108.283,,,timeout,0,1,1.000,4.818746E-009,2.000000E-008
2026-03-28T01:26:00-CME-001,2026-03-28T01:26:00.0000000Z,397.000,106.050,,,timeout,0,1,1.000,4.839056E-009,2.000000E-008
2026-03-28T17:09:00-CME-001,2026-03-28T17:09:00.0000000Z,300.000,141.883,,,timeout,0,1,1.000,5.057060E-009,2.000000E-008
2026-03-28T23:48:00-CME-001,2026-03-28T23:48:00.0000000Z,511.000,83.683,,,timeout,0,1,1.000,5.177307E-009,2.000000E-008
2026-03-29T05:12:00-CME-001,2026-03-29T05:12:00.0000000Z,515.000,78.283,,,timeout,0,1,1.000,5.230477E-009,2.000000E-008
2026-03-29T11:12:00-CME-001,2026-03-29T11:12:00.0000000Z,505.000,72.283,,,timeout,0,1,1.000,5.292785E-009,2.000000E-008
2026-03-30T03:24:00-CME-001,2026-03-30T03:24:00.0000000Z,1689.000,56.083,26.628,-29.455,target_reached,0,0,1.000,4.608978E-009,1.553793E-009
2026-03-30T21:15:00-CME-001,2026-03-30T21:15:00.0000000Z,768.000,38.233,51.691,13.458,target_reached,0,0,1.000,6.655163E-009,1.222186E-008
2026-03-30T21:30:00-CME-001,2026-03-30T21:30:00.0000000Z,942.000,37.983,42.703,4.719,target_reached,0,0,1.000,5.660071E-009,2.438860E-008
2026-04-01T00:24:00-CME-001,2026-04-01T00:24:00.0000000Z,525.000,62.633,,,timeout,0,1,1.000,6.659466E-009,2.000000E-008
2026-04-01T02:36:00-CME-001,2026-04-01T02:36:00.0000000Z,573.000,60.433,68.290,7.856,target_reached,0,0,1.000,6.527774E-009,1.349153E-009
2026-04-01T05:09:00-CME-001,2026-04-01T05:09:00.0000000Z,622.000,57.883,64.205,6.322,target_reached,0,0,1.000,6.665056E-009,1.208588E-009
2026-04-01T23:45:00-CME-001,2026-04-01T23:45:00.0000000Z,1220.000,39.283,37.564,-1.719,target_reached,0,0,1.000,5.458846E-009,3.513154E-009
