activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-01-01T03:53:00-CME-001,2026-01-01T03:53:00.0000000Z,453.000,88.800,,,timeout,0,1,1.000,1.382648E-008,2.000000E-008
2026-01-01T19:36:00-CME-001,2026-01-01T19:36:00.0000000Z,628.000,73.083,64.928,-8.155,target_reached,0,0,1.000,1.132323E-008,1.133333E-008
2026-01-01T23:12:00-CME-001,2026-01-01T23:12:00.0000000Z,322.000,149.750,,,timeout,0,1,1.000,1.212785E-008,2.000000E-008
2026-01-03T07:48:00-CME-001,2026-01-03T07:48:00.0000000Z,378.000,117.150,,,timeout,0,1,1.000,1.449772E-008,2.000000E-008
2026-01-04T01:25:00-CME-001,2026-01-04T01:25:00.0000000Z,451.000,99.533,,,timeout,0,1,1.000,1.834247E-008,2.000000E-008
2026-01-05T08:48:00-CME-001,2026-01-05T08:48:00.0000000Z,661.000,68.150,64.937,-3.213,target_reached,0,0,1.000,2.105556E-008,3.300000E-008
2026-01-06T02:00:00-CME-001,2026-01-06T02:00:00.0000000Z,895.000,50.950,57.665,6.715,target_reached,0,0,1.000,2.879096E-008,3.700000E-008
2026-01-07T11:36:00-CME-001,2026-01-07T11:36:00.0000000Z,537.000,80.000,,,timeout,0,1,1.000,3.270776E-008,2.000000E-008
2026-01-08T03:00:00-CME-001,2026-01-08T03:00:00.0000000Z,340.000,130.717,,,timeout,0,1,1.000,3.295434E-008,2.000000E-008
2026-01-08T05:53:00-CME-001,2026-01-08T05:53:00.0000000Z,1016.000,61.717,61.132,-0.585,target_reached,0,0,1.000,3.191534E-008,1.833333E-008
2026-01-08T15:48:00-CME-001,2026-01-08T15:48:00.0000000Z,872.000,51.800,61.769,9.969,target_reached,0,0,1.000,2.888889E-008,1.333333E-008
2026-01-08T17:00:00-CME-001,2026-01-08T17:00:00.0000000Z,1056.000,50.600,57.447,6.847,target_reached,0,0,1.000,2.893220E-008,2.366667E-008
2026-01-08T17:12:00-CME-001,2026-01-08T17:12:00.0000000Z,1084.000,50.400,56.918,6.518,target_reached,0,0,1.000,2.902299E-008,2.366667E-008
2026-01-09T08:38:00-CME-001,2026-01-09T08:38:00.0000000Z,387.000,101.083,,,timeout,0,1,1.000,2.016895E-008,2.000000E-008
2026-01-09T15:36:00-CME-001,2026-01-09T15:36:00.0000000Z,317.000,154.067,,,timeout,0,1,1.000,1.817808E-008,2.000000E-008
2026-01-10T02:24:00-CME-001,2026-01-10T02:24:00.0000000Z,1118.000,17.200,51.925,34.725,target_reached,0,0,1.000,1.937107E-008,5.666667E-009
2026-01-10T16:12:00-CME-001,2026-01-10T16:12:00.0000000Z,221.000,218.717,,,timeout,0,1,1.000,1.295434E-008,2.000000E-008
