activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-01-10T20:36:00-CME-001,2026-01-10T20:36:00.0000000Z,1045.000,65.117,51.918,-13.199,target_reached,0,0,1.000,1.423270E-008,6.666667E-009
2026-01-10T20:48:00-CME-001,2026-01-10T20:48:00.0000000Z,809.000,64.917,58.349,-6.568,target_reached,0,0,1.000,1.338889E-008,6.666667E-009
2026-01-11T05:12:00-CME-001,2026-01-11T05:12:00.0000000Z,775.000,56.517,55.635,-0.882,target_reached,0,0,1.000,9.122807E-009,3.333333E-009
2026-01-11T21:30:00-CME-001,2026-01-11T21:30:00.0000000Z,440.000,100.167,,,timeout,0,1,1.000,5.826484E-009,2.000000E-008
2026-01-12T01:45:00-CME-001,2026-01-12T01:45:00.0000000Z,804.000,35.967,51.378,15.412,target_reached,0,0,1.000,5.660377E-009,2.333333E-009
2026-01-12T03:00:00-CME-001,2026-01-12T03:00:00.0000000Z,916.000,34.717,46.402,11.686,target_reached,0,0,1.000,5.868056E-009,2.333333E-009
2026-01-14T08:24:00-CME-001,2026-01-14T08:24:00.0000000Z,768.000,41.267,55.895,14.629,target_reached,0,0,1.000,1.487719E-008,2.066667E-008
2026-01-17T23:24:00-CME-001,2026-01-17T23:24:00.0000000Z,951.000,43.517,45.000,1.483,shock_detected,1,0,1.000,1.052899E-008,7.966667E-008
2026-01-18T08:36:00-CME-001,2026-01-18T08:36:00.0000000Z,1123.000,34.317,36.000,1.683,shock_detected,1,0,1.000,1.090090E-008,7.966667E-008
2026-01-18T18:09:00-CME-001,2026-01-18T18:09:00.0000000Z,1473.000,24.767,26.000,1.233,shock_detected,1,0,1.000,1.207407E-008,7.966667E-008
2026-01-29T12:45:00-CME-001,2026-01-29T12:45:00.0000000Z,342.000,145.583,,,timeout,0,20,0.736,1.082648E-008,2.000000E-008
2026-01-31T14:12:00-CME-001,2026-01-31T14:12:00.0000000Z,399.000,96.133,,,timeout,0,1,1.000,2.145205E-008,2.000000E-008
2026-02-02T00:48:00-CME-001,2026-02-02T00:48:00.0000000Z,587.000,61.533,,,timeout,0,1,1.000,3.344749E-008,2.000000E-008
2026-02-11T03:48:00-CME-001,2026-02-11T03:48:00.0000000Z,468.000,87.850,,,timeout,0,1,1.000,1.598174E-008,2.000000E-008
2026-02-11T10:08:00-CME-001,2026-02-11T10:08:00.0000000Z,469.000,81.517,,,timeout,0,1,1.000,1.542009E-008,2.000000E-008
2026-02-13T09:38:00-CME-001,2026-02-13T09:38:00.0000000Z,800.000,34.017,56.600,22.584,target_reached,0,0,1.000,1.483908E-008,9.333333E-009
2026-02-16T05:00:00-CME-001,2026-02-16T05:00:00.0000000Z,434.000,113.583,,,timeout,0,2,0.986,1.231050E-008,2.000000E-008
2026-02-16T14:08:00-CME-001,2026-02-16T14:08:00.0000000Z,455.000,104.450,,,timeout,0,2,0.986,1.304110E-008,2.000000E-008
2026-02-17T11:23:00-CME-001,2026-02-17T11:23:00.0000000Z,418.000,99.050,,,timeout,0,2,0.986,1.360731E-008,2.000000E-008
2026-02-18T00:24:00-CME-001,2026-02-18T00:24:00.0000000Z,474.000,86.033,,,timeout,0,2,0.986,1.661644E-008,2.000000E-008
2026-02-18T03:48:00-CME-001,2026-02-18T03:48:00.0000000Z,508.000,82.633,,,timeout,0,2,0.986,1.824658E-008,2.000000E-008
2026-03-10T02:24:00-CME-001,2026-03-10T02:24:00.0000000Z,544.000,76.700,71.699,-5.001,target_reached,0,1,1.000,8.008910E-009,2.000000E-008
2026-03-10T04:48:00-CME-001,2026-03-10T04:48:00.0000000Z,550.000,74.300,71.032,-3.268,target_reached,0,1,1.000,8.040873E-009,2.000000E-008
2026-03-13T06:24:00-CME-001,2026-03-13T06:24:00.0000000Z,250.000,181.883,,,timeout,0,1,1.000,8.821568E-009,2.000000E-008
2026-03-13T12:48:00-CME-001,2026-03-13T12:48:00.0000000Z,289.000,156.717,,,timeout,0,1,1.000,5.437808E-009,2.000000E-008
2026-03-16T13:26:00-CME-001,2026-03-16T13:26:00.0000000Z,483.000,84.083,,,timeout,0,1,1.000,4.605283E-009,2.000000E-008
2026-03-16T15:24:00-CME-001,2026-03-16T15:24:00.0000000Z,229.000,206.483,,,timeout,0,1,1.000,4.529720E-009,2.000000E-008
2026-03-17T05:08:00-CME-001,2026-03-17T05:08:00.0000000Z,429.000,68.383,,,timeout,0,1,1.000,5.450693E-009,2.000000E-008
2026-03-17T05:48:00-CME-001,2026-03-17T05:48:00.0000000Z,630.000,67.717,61.651,-6.066,target_reached,0,0,1.000,4.252419E-009,2.166964E-009
2026-03-17T06:38:00-CME-001,2026-03-17T06:38:00.0000000Z,470.000,66.883,,,timeout,0,1,1.000,5.987797E-009,2.000000E-008
2026-03-17T08:23:00-CME-001,2026-03-17T08:23:00.0000000Z,434.000,65.133,,,timeout,0,1,1.000,6.809765E-009,2.000000E-008
2026-03-17T10:53:00-CME-001,2026-03-17T10:53:00.0000000Z,287.000,62.633,,,timeout,0,1,1.000,8.205449E-009,2.000000E-008
2026-03-17T16:53:00-CME-001,2026-03-17T16:53:00.0000000Z,508.000,75.400,,,timeout,0,1,1.000,9.526958E-009,2.000000E-008
2026-03-18T09:23:00-CME-001,2026-03-18T09:23:00.0000000Z,731.000,58.900,54.874,-4.026,target_reached,0,0,1.000,1.105511E-008,2.676578E-008
2026-03-18T19:36:00-CME-001,2026-03-18T19:36:00.0000000Z,276.000,154.283,,,timeout,0,1,1.000,2.133650E-008,2.000000E-008
2026-03-21T08:24:00-CME-001,2026-03-21T08:24:00.0000000Z,491.000,93.483,,,timeout,0,1,1.000,8.866188E-009,2.000000E-008
2026-03-22T16:23:00-CME-001,2026-03-22T16:23:00.0000000Z,655.000,61.500,59.792,-1.708,target_reached,0,0,1.000,4.019315E-009,3.365037E-009
2026-03-22T23:24:00-CME-001,2026-03-22T23:24:00.0000000Z,739.000,54.483,53.393,-1.091,target_reached,0,0,1.000,3.644728E-009,1.000000E-008
2026-03-25T06:48:00-CME-001,2026-03-25T06:48:00.0000000Z,267.000,172.683,,,timeout,0,1,1.000,5.491241E-009,2.000000E-008
2026-03-25T15:48:00-CME-001,2026-03-25T15:48:00.0000000Z,295.000,163.683,,,timeout,0,1,1.000,5.609935E-009,2.000000E-008
2026-03-26T21:24:00-CME-001,2026-03-26T21:24:00.0000000Z,355.000,134.083,,,timeout,0,1,1.000,8.246466E-009,2.000000E-008
2026-03-27T23:12:00-CME-001,2026-03-27T23:12:00.0000000Z,417.000,108.283,,,timeout,0,1,1.000,1.135461E-008,2.000000E-008
2026-03-28T01:26:00-CME-001,2026-03-28T01:26:00.0000000Z,397.000,106.050,,,timeout,0,1,1.000,1.144648E-008,2.000000E-008
2026-03-28T17:09:00-CME-001,2026-03-28T17:09:00.0000000Z,300.000,141.883,,,timeout,0,1,1.000,1.211748E-008,2.000000E-008
2026-03-28T23:48:00-CME-001,2026-03-28T23:48:00.0000000Z,511.000,83.683,,,timeout,0,1,1.000,1.249035E-008,2.000000E-008
2026-03-29T05:12:00-CME-001,2026-03-29T05:12:00.0000000Z,515.000,78.283,,,timeout,0,1,1.000,1.262327E-008,2.000000E-008
2026-03-29T11:12:00-CME-001,2026-03-29T11:12:00.0000000Z,505.000,72.283,,,timeout,0,1,1.000,1.277998E-008,2.000000E-008
2026-03-30T03:24:00-CME-001,2026-03-30T03:24:00.0000000Z,1689.000,56.083,33.061,-23.022,target_reached,0,0,1.000,1.106678E-008,1.024359E-008
2026-03-30T21:15:00-CME-001,2026-03-30T21:15:00.0000000Z,768.000,38.233,55.634,17.400,target_reached,0,0,1.000,1.744475E-008,1.176334E-008
2026-03-30T21:30:00-CME-001,2026-03-30T21:30:00.0000000Z,942.000,37.983,47.110,9.127,target_reached,0,0,1.000,1.564396E-008,3.278149E-008
2026-04-01T00:24:00-CME-001,2026-04-01T00:24:00.0000000Z,525.000,62.633,,,timeout,0,1,1.000,1.613212E-008,2.000000E-008
2026-04-01T02:36:00-CME-001,2026-04-01T02:36:00.0000000Z,573.000,60.433,71.645,11.211,target_reached,0,1,1.000,1.588402E-008,2.000000E-008
2026-04-01T05:09:00-CME-001,2026-04-01T05:09:00.0000000Z,622.000,57.883,68.598,10.715,target_reached,0,0,1.000,1.575966E-008,2.896045E-009
2026-04-01T23:45:00-CME-001,2026-04-01T23:45:00.0000000Z,1220.000,39.283,45.991,6.708,target_reached,0,0,1.000,1.236085E-008,2.257222E-009
