hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,515.000,4.358422E-009,1.308,341.983,0
1,1.000000,24.164606,514.870,2.727427E-009,0.818,340.600,0
2,2.000000,26.827919,514.500,7.810121E-009,2.343,338.909,0
3,3.000000,29.489851,514.336,3.484660E-009,1.045,350.534,0
4,4.000000,32.151062,514.222,2.431728E-009,0.730,347.406,0
5,5.000000,34.808081,512.723,3.234523E-008,9.704,360.070,0
6,6.000000,37.461025,512.640,1.807716E-009,0.542,379.239,0
7,7.000000,40.112839,512.286,7.768610E-009,2.331,368.324,0
8,8.000000,42.759153,510.524,3.945652E-008,11.837,366.411,0
9,9.000000,45.399857,510.109,9.458645E-009,2.838,392.781,0
10,10.000000,48.035080,508.413,3.946502E-008,11.840,400.385,0
11,11.000000,50.662077,506.928,3.558562E-008,10.676,397.149,0
12,12.000000,53.284991,506.828,2.431587E-009,0.729,414.472,0
13,13.000000,55.903509,505.237,3.930467E-008,11.791,433.808,0
14,14.000000,58.514049,503.743,3.801439E-008,11.404,412.010,0
15,15.000000,61.120570,503.677,1.705389E-009,0.512,419.316,0
16,16.000000,63.723347,502.302,3.600924E-008,10.803,411.479,0
17,17.000000,66.322390,502.228,1.968446E-009,0.591,432.752,0
18,18.000000,68.921088,502.168,1.592045E-009,0.478,445.707,0
19,19.000000,71.516887,501.112,2.840691E-008,8.522,431.558,0
20,20.000000,74.109632,500.984,3.471749E-009,1.042,451.076,0
21,21.000000,76.701220,500.665,8.730900E-009,2.619,455.691,0
22,22.000000,79.289398,499.669,2.755410E-008,8.266,458.763,0
23,23.000000,81.874125,499.328,9.586866E-009,2.876,470.484,0
24,24.000000,84.457508,499.150,5.009369E-009,1.503,491.594,0
25,25.000000,87.039839,498.921,6.501404E-009,1.950,454.762,0
26,26.000000,89.619374,498.072,2.429227E-008,7.288,449.872,0
27,27.000000,92.195589,497.636,1.266463E-008,3.799,463.861,0
28,28.000000,94.769514,497.187,1.314357E-008,3.943,450.910,0
29,29.000000,97.340153,496.368,2.428628E-008,7.286,444.715,0
30,30.000000,99.907910,496.070,8.925577E-009,2.678,447.715,0
31,31.000000,102.474108,495.766,9.194852E-009,2.758,457.135,0
32,32.000000,105.037639,495.041,2.213279E-008,6.640,437.881,0
33,33.000000,107.598569,494.759,8.683040E-009,2.605,436.405,0
34,34.000000,110.157040,494.092,2.079562E-008,6.239,457.464,0
35,35.000000,112.712318,493.524,1.790576E-008,5.372,456.435,0
36,36.000000,115.265690,493.354,5.420053E-009,1.626,445.978,0
37,37.000000,117.817415,492.888,1.491341E-008,4.474,452.416,0
38,38.000000,120.366527,492.344,1.761512E-008,5.285,424.817,0
39,39.000000,122.913762,492.162,5.956678E-009,1.787,444.622,0
40,40.000000,125.459452,491.748,1.359787E-008,4.079,437.349,0
41,41.000000,128.003805,491.644,3.427099E-009,1.028,453.235,0
42,42.000000,130.547483,491.487,5.203714E-009,1.561,454.640,0
43,43.000000,133.090482,491.382,3.502740E-009,1.051,451.666,0
44,44.000000,135.632922,491.271,3.680745E-009,1.104,451.894,0
45,45.000000,138.174220,490.941,1.106607E-008,3.320,441.520,0
46,46.000000,140.713526,490.502,1.480074E-008,4.440,438.520,0
47,47.000000,143.251442,490.402,3.391062E-009,1.017,435.076,0
48,48.000000,145.788681,490.241,5.492595E-009,1.648,436.765,0
49,49.000000,148.325209,490.127,3.884482E-009,1.165,421.580,0
50,50.000000,150.860964,489.942,6.345987E-009,1.904,435.390,0
51,51.000000,153.395765,489.759,6.306303E-009,1.892,433.943,0
52,52.000000,155.929876,489.675,2.884398E-009,0.865,437.880,0
53,53.000000,158.462677,489.253,1.464114E-008,4.392,423.276,0
54,54.000000,160.993271,488.822,1.511268E-008,4.534,423.049,0
55,55.000000,163.522078,488.562,9.174872E-009,2.752,406.754,0
56,56.000000,166.049466,488.274,1.024359E-008,3.073,405.228,0
57,57.000000,168.575658,488.099,6.235918E-009,1.871,409.191,0
58,58.000000,171.100321,487.684,1.494429E-008,4.483,406.944,0
59,59.000000,173.622871,487.283,1.455889E-008,4.368,407.189,0
60,60.000000,176.144180,487.203,2.892023E-009,0.868,411.359,0
61,61.000000,178.664791,487.013,6.970862E-009,2.091,404.850,0
62,62.000000,181.184146,486.718,1.084525E-008,3.254,395.409,0
63,63.000000,183.702011,486.437,1.042215E-008,3.127,414.667,0
64,64.000000,186.217955,485.976,1.723687E-008,5.171,407.325,0
65,65.000000,188.731994,485.701,1.037889E-008,3.114,396.186,0
66,66.000000,191.244701,485.461,9.095840E-009,2.729,399.674,0
67,67.000000,193.756127,485.205,9.738533E-009,2.922,389.310,0
68,68.000000,196.265999,484.860,1.325348E-008,3.976,377.417,0
69,69.000000,198.774301,484.598,1.014025E-008,3.042,390.299,0
70,70.000000,201.280762,484.150,1.751319E-008,5.254,381.814,0
71,71.000000,203.785300,483.855,1.159998E-008,3.480,369.936,0
72,72.000000,206.287773,483.352,2.000000E-008,,,1
