hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,340.000,2.000000E-008,,,0
1,1.000000,23.260048,340.258,2.000000E-008,,,0
2,2.000000,25.021425,340.514,2.000000E-008,,,0
3,3.000000,26.784121,340.768,2.000000E-008,,,0
4,4.000000,28.548124,341.019,2.000000E-008,,,0
5,5.000000,30.313423,341.269,2.000000E-008,,,0
6,6.000000,32.080008,341.516,2.000000E-008,,,0
7,7.000000,33.847867,341.761,2.000000E-008,,,0
8,8.000000,35.616989,342.004,2.000000E-008,,,0
9,9.000000,37.387365,342.245,2.000000E-008,,,0
10,10.000000,39.158983,342.485,2.000000E-008,,,0
11,11.000000,40.931834,342.722,2.000000E-008,,,0
12,12.000000,42.705907,342.957,2.000000E-008,,,0
13,13.000000,44.481192,343.190,2.000000E-008,,,0
14,14.000000,46.257680,343.422,2.000000E-008,,,0
15,15.000000,48.035361,343.651,2.000000E-008,,,0
16,16.000000,49.814225,343.879,2.000000E-008,,,0
17,17.000000,51.594262,344.105,2.000000E-008,,,0
18,18.000000,53.375463,344.329,2.000000E-008,,,0
19,19.000000,55.157818,344.551,2.000000E-008,,,0
20,20.000000,56.941320,344.772,2.000000E-008,,,0
21,21.000000,58.725957,344.990,2.000000E-008,,,0
22,22.000000,60.511723,345.207,2.000000E-008,,,0
23,23.000000,62.298606,345.423,2.000000E-008,,,0
24,24.000000,64.086600,345.636,2.000000E-008,,,0
25,25.000000,65.875694,345.848,2.000000E-008,,,0
26,26.000000,67.665882,346.059,2.000000E-008,,,0
27,27.000000,69.457153,346.267,2.000000E-008,,,0
28,28.000000,71.249500,346.474,2.000000E-008,,,0
29,29.000000,73.042914,346.680,2.000000E-008,,,0
30,30.000000,74.837388,346.884,2.000000E-008,,,0
31,31.000000,76.632912,347.086,2.000000E-008,,,0
32,32.000000,78.429480,347.287,2.000000E-008,,,0
33,33.000000,80.227084,347.486,2.000000E-008,,,0
34,34.000000,82.025714,347.684,2.000000E-008,,,0
35,35.000000,83.825365,347.880,2.000000E-008,,,0
36,36.000000,85.626027,348.075,2.000000E-008,,,0
37,37.000000,87.427694,348.269,2.000000E-008,,,0
38,38.000000,89.230358,348.461,2.000000E-008,,,0
39,39.000000,91.034012,348.651,2.000000E-008,,,0
40,40.000000,92.838648,348.840,2.000000E-008,,,0
41,41.000000,94.644259,349.028,2.000000E-008,,,0
42,42.000000,96.450838,349.215,2.000000E-008,,,0
43,43.000000,98.258379,349.400,2.000000E-008,,,0
44,44.000000,100.066873,349.583,2.000000E-008,,,0
45,45.000000,101.876314,349.766,2.000000E-008,,,0
46,46.000000,103.686695,349.947,2.000000E-008,,,0
47,47.000000,105.498010,350.126,2.000000E-008,,,0
48,48.000000,107.310252,350.305,2.000000E-008,,,0
49,49.000000,109.123413,350.482,2.000000E-008,,,0
50,50.000000,110.937489,350.658,2.000000E-008,,,0
51,51.000000,112.752471,350.833,2.000000E-008,,,0
52,52.000000,114.568354,351.006,2.000000E-008,,,0
53,53.000000,116.385131,351.178,2.000000E-008,,,0
54,54.000000,118.202797,351.349,2.000000E-008,,,0
55,55.000000,120.021344,351.519,2.000000E-008,,,0
56,56.000000,121.840767,351.688,2.000000E-008,,,0
57,57.000000,123.661059,351.855,2.000000E-008,,,0
58,58.000000,125.482216,352.021,2.000000E-008,,,0
59,59.000000,127.304230,352.187,2.000000E-008,,,0
60,60.000000,129.127095,352.351,2.000000E-008,,,0
61,61.000000,130.950807,352.514,2.000000E-008,,,0
62,62.000000,132.775358,352.675,2.000000E-008,,,0
63,63.000000,134.600744,352.836,2.000000E-008,,,0
64,64.000000,136.426959,352.996,2.000000E-008,,,0
65,65.000000,138.253997,353.154,2.000000E-008,,,0
66,66.000000,140.081853,353.312,2.000000E-008,,,0
67,67.000000,141.910521,353.468,2.000000E-008,,,0
68,68.000000,143.739995,353.624,2.000000E-008,,,0
69,69.000000,145.570271,353.778,2.000000E-008,,,0
70,70.000000,147.401343,353.931,2.000000E-008,,,0
71,71.000000,149.233205,354.084,2.000000E-008,,,0
72,72.000000,151.065853,354.235,2.000000E-008,,,0
