hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,655.000,2.366277E-008,6.214,592.951,0
1,1.000000,24.873902,649.060,2.598053E-008,6.822,596.161,0
2,2.000000,28.217945,643.455,2.567677E-008,6.743,593.261,0
3,3.000000,31.537278,639.489,1.889455E-008,4.962,618.783,0
4,4.000000,34.838256,636.353,1.539238E-008,4.042,663.837,0
5,5.000000,38.124661,633.852,1.256674E-008,3.300,649.000,0
6,6.000000,41.397623,631.158,1.384304E-008,3.635,666.757,0
7,7.000000,44.657057,628.622,1.332916E-008,3.500,675.392,0
8,8.000000,47.904076,626.358,1.215205E-008,3.191,661.319,0
9,9.000000,51.139773,624.245,1.156239E-008,3.036,664.961,0
10,10.000000,54.365875,622.647,8.895656E-009,2.336,660.097,0
11,11.000000,57.583998,621.161,8.377824E-009,2.200,667.000,0
12,12.000000,60.794659,619.762,7.996568E-009,2.100,670.735,0
13,13.000000,63.989065,614.912,2.852882E-008,7.492,666.931,0
14,14.000000,67.167508,613.560,8.182511E-009,2.149,681.704,0
15,15.000000,70.338813,612.153,8.625199E-009,2.265,675.867,0
16,16.000000,73.503464,610.987,7.235393E-009,1.900,681.000,0
17,17.000000,76.661899,609.751,7.759036E-009,2.038,676.000,0
18,18.000000,79.814028,608.549,7.629502E-009,2.003,676.992,0
19,19.000000,82.959875,607.323,7.876958E-009,2.068,640.205,0
20,20.000000,86.099211,606.033,8.393090E-009,2.204,639.727,0
21,21.000000,89.232025,604.803,8.095983E-009,2.126,642.542,0
22,22.000000,92.358859,603.721,7.204314E-009,1.892,619.987,0
23,23.000000,95.480404,602.758,6.473773E-009,1.700,620.000,0
24,24.000000,98.596152,601.481,8.680496E-009,2.279,655.514,0
25,25.000000,101.705040,600.107,9.469915E-009,2.487,643.750,0
26,26.000000,104.806696,598.687,9.923413E-009,2.606,642.019,0
27,27.000000,107.901339,597.396,9.139444E-009,2.400,650.000,0
28,28.000000,110.989018,595.995,1.005884E-008,2.641,635.875,0
29,29.000000,114.069441,594.592,1.022241E-008,2.684,636.000,0
30,30.000000,117.142461,593.135,1.076886E-008,2.828,634.452,0
31,31.000000,120.207758,591.606,1.147082E-008,3.012,618.679,0
32,32.000000,123.265712,590.296,9.982233E-009,2.621,624.834,0
33,33.000000,126.316466,588.824,1.138039E-008,2.988,633.538,0
34,34.000000,129.360258,587.604,9.563642E-009,2.511,620.604,0
35,35.000000,132.398166,586.549,8.377824E-009,2.200,613.000,0
36,36.000000,135.430519,585.458,8.758634E-009,2.300,607.000,0
37,37.000000,138.457048,584.298,9.429838E-009,2.476,599.801,0
38,38.000000,141.477686,583.181,9.186130E-009,2.412,601.327,0
39,39.000000,144.492677,582.115,8.877407E-009,2.331,584.580,0
40,40.000000,147.502220,581.075,8.758634E-009,2.300,600.000,0
41,41.000000,150.505837,579.825,1.066269E-008,2.800,577.000,0
42,42.000000,153.503224,578.667,1.001365E-008,2.630,591.066,0
43,43.000000,156.494689,577.537,9.901065E-009,2.600,579.000,0
44,44.000000,159.480464,576.468,9.477178E-009,2.489,590.013,0
45,45.000000,162.460484,575.313,1.036951E-008,2.723,591.880,0
46,46.000000,165.434758,574.246,9.696503E-009,2.546,585.446,0
47,47.000000,168.403202,573.060,1.093228E-008,2.871,573.982,0
48,48.000000,171.365657,571.932,1.052697E-008,2.764,571.550,0
49,49.000000,174.322216,570.780,1.089499E-008,2.861,571.512,0
50,50.000000,177.272836,569.637,1.096425E-008,2.879,558.432,0
51,51.000000,180.217651,568.537,1.069088E-008,2.807,555.620,0
52,52.000000,183.156563,567.356,1.162794E-008,3.053,539.672,0
53,53.000000,186.089971,566.408,9.450516E-009,2.482,544.000,0
54,54.000000,189.018877,565.615,7.997014E-009,2.100,549.000,0
55,55.000000,191.943111,564.604,1.030498E-008,2.706,549.416,0
56,56.000000,194.862062,563.573,1.062867E-008,2.791,557.727,0
57,57.000000,197.775757,562.572,1.046155E-008,2.747,550.000,0
58,58.000000,200.684484,561.653,9.711860E-009,2.550,523.903,0
59,59.000000,203.588622,560.798,9.139444E-009,2.400,545.000,0
60,60.000000,206.487389,559.579,1.319509E-008,3.465,528.367,0
61,61.000000,209.380313,558.538,1.142431E-008,3.000,523.000,0
62,62.000000,212.267446,557.341,1.332836E-008,3.500,547.000,0
63,62.949427,215.000000,555.174,2.599170E-008,6.825,586.640,0
