hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,355.000,2.000000E-008,,,0
1,1.000000,23.337375,355.145,2.000000E-008,,,0
2,2.000000,25.175500,355.290,2.000000E-008,,,0
3,3.000000,27.014369,355.433,2.000000E-008,,,0
4,4.000000,28.853979,355.576,2.000000E-008,,,0
5,5.000000,30.694324,355.717,2.000000E-008,,,0
6,6.000000,32.535399,355.858,2.000000E-008,,,0
7,7.000000,34.377200,355.998,2.000000E-008,,,0
8,8.000000,36.219723,356.137,2.000000E-008,,,0
9,9.000000,38.062963,356.275,2.000000E-008,,,0
10,10.000000,39.906915,356.412,2.000000E-008,,,0
11,11.000000,41.751574,356.549,2.000000E-008,,,0
12,12.000000,43.596938,356.684,2.000000E-008,,,0
13,13.000000,45.443000,356.819,2.000000E-008,,,0
14,14.000000,47.289757,356.953,2.000000E-008,,,0
15,15.000000,49.137204,357.086,2.000000E-008,,,0
16,16.000000,50.985338,357.218,2.000000E-008,,,0
17,17.000000,52.834153,357.349,2.000000E-008,,,0
18,18.000000,54.683646,357.480,2.000000E-008,,,0
19,19.000000,56.533813,357.610,2.000000E-008,,,0
20,20.000000,58.384649,357.739,2.000000E-008,,,0
21,21.000000,60.236151,357.867,2.000000E-008,,,0
22,22.000000,62.088314,357.994,2.000000E-008,,,0
23,23.000000,63.941135,358.121,2.000000E-008,,,0
24,24.000000,65.794609,358.247,2.000000E-008,,,0
25,25.000000,67.648732,358.372,2.000000E-008,,,0
26,26.000000,69.503501,358.496,2.000000E-008,,,0
27,27.000000,71.358912,358.620,2.000000E-008,,,0
28,28.000000,73.214961,358.743,2.000000E-008,,,0
29,29.000000,75.071644,358.865,2.000000E-008,,,0
30,30.000000,76.928958,358.987,2.000000E-008,,,0
31,31.000000,78.786898,359.107,2.000000E-008,,,0
32,32.000000,80.645461,359.227,2.000000E-008,,,0
33,33.000000,82.504644,359.347,2.000000E-008,,,0
34,34.000000,84.364442,359.465,2.000000E-008,,,0
35,35.000000,86.224853,359.583,2.000000E-008,,,0
36,36.000000,88.085872,359.701,2.000000E-008,,,0
37,37.000000,89.947496,359.817,2.000000E-008,,,0
38,38.000000,91.809722,359.933,2.000000E-008,,,0
39,39.000000,93.672546,360.048,2.000000E-008,,,0
40,40.000000,95.535965,360.163,2.000000E-008,,,0
41,41.000000,97.399975,360.277,2.000000E-008,,,0
42,42.000000,99.264572,360.390,2.000000E-008,,,0
43,43.000000,101.129755,360.503,2.000000E-008,,,0
44,44.000000,102.995518,360.615,2.000000E-008,,,0
45,45.000000,104.861860,360.726,2.000000E-008,,,0
46,46.000000,106.728776,360.837,2.000000E-008,,,0
47,47.000000,108.596264,360.947,2.000000E-008,,,0
48,48.000000,110.464319,361.056,2.000000E-008,,,0
49,49.000000,112.332940,361.165,2.000000E-008,,,0
50,50.000000,114.202123,361.274,2.000000E-008,,,0
51,51.000000,116.071865,361.381,2.000000E-008,,,0
52,52.000000,117.942162,361.488,2.000000E-008,,,0
53,53.000000,119.813012,361.595,2.000000E-008,,,0
54,54.000000,121.684411,361.701,2.000000E-008,,,0
55,55.000000,123.556357,361.806,2.000000E-008,,,0
56,56.000000,125.428846,361.911,2.000000E-008,,,0
57,57.000000,127.301876,362.015,2.000000E-008,,,0
58,58.000000,129.175444,362.119,2.000000E-008,,,0
59,59.000000,131.049546,362.222,2.000000E-008,,,0
60,60.000000,132.924179,362.324,2.000000E-008,,,0
61,61.000000,134.799342,362.426,2.000000E-008,,,0
62,62.000000,136.675031,362.527,2.000000E-008,,,0
63,63.000000,138.551243,362.628,2.000000E-008,,,0
64,64.000000,140.427975,362.729,2.000000E-008,,,0
65,65.000000,142.305225,362.828,2.000000E-008,,,0
66,66.000000,144.182989,362.928,2.000000E-008,,,0
67,67.000000,146.061266,363.026,2.000000E-008,,,0
68,68.000000,147.940052,363.124,2.000000E-008,,,0
69,69.000000,149.819344,363.222,2.000000E-008,,,0
70,70.000000,151.699141,363.319,2.000000E-008,,,0
71,71.000000,153.579439,363.416,2.000000E-008,,,0
72,72.000000,155.460235,363.512,2.000000E-008,,,0
