activity_id,launch_time,initial_speed_kms,observed_transit_hours,arrival_time_hours,error_hours,termination_reason,shock_arrived,n_missing_hours,density_coverage,gamma_eff_mean,gamma_eff_final
2026-03-18T09:23:00-CME-001,2026-03-18T09:23:00.0000000Z,731.000,58.900,65.857,6.957,target_reached,0,0,1.000,6.017668E-008,1.367863E-007
2026-03-18T19:36:00-CME-001,2026-03-18T19:36:00.0000000Z,276.000,154.283,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-21T08:24:00-CME-001,2026-03-21T08:24:00.0000000Z,491.000,93.483,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-22T16:23:00-CME-001,2026-03-22T16:23:00.0000000Z,655.000,61.500,62.949,1.449,target_reached,0,0,1.000,1.134024E-008,2.599170E-008
2026-03-22T23:24:00-CME-001,2026-03-22T23:24:00.0000000Z,739.000,54.483,56.731,2.248,target_reached,0,0,1.000,1.037202E-008,2.293787E-008
2026-03-25T06:48:00-CME-001,2026-03-25T06:48:00.0000000Z,267.000,172.683,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-25T15:48:00-CME-001,2026-03-25T15:48:00.0000000Z,295.000,163.683,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-26T21:24:00-CME-001,2026-03-26T21:24:00.0000000Z,355.000,134.083,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-27T23:12:00-CME-001,2026-03-27T23:12:00.0000000Z,417.000,108.283,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-28T01:26:00-CME-001,2026-03-28T01:26:00.0000000Z,397.000,106.050,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-28T17:09:00-CME-001,2026-03-28T17:09:00.0000000Z,300.000,141.883,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-28T23:48:00-CME-001,2026-03-28T23:48:00.0000000Z,511.000,83.683,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-29T05:12:00-CME-001,2026-03-29T05:12:00.0000000Z,515.000,78.283,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-29T11:12:00-CME-001,2026-03-29T11:12:00.0000000Z,505.000,72.283,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-03-30T03:24:00-CME-001,2026-03-30T03:24:00.0000000Z,1689.000,56.083,44.673,-11.411,target_reached,0,0,1.000,2.396266E-008,2.580631E-008
2026-03-30T21:15:00-CME-001,2026-03-30T21:15:00.0000000Z,768.000,38.233,62.330,24.096,target_reached,0,0,1.000,3.702224E-008,2.625657E-008
2026-03-30T21:30:00-CME-001,2026-03-30T21:30:00.0000000Z,942.000,37.983,55.808,17.825,target_reached,0,0,1.000,3.741374E-008,5.065252E-008
2026-04-01T00:24:00-CME-001,2026-04-01T00:24:00.0000000Z,525.000,62.633,,,timeout,0,0,1.000,2.000000E-008,2.000000E-008
2026-04-01T02:36:00-CME-001,2026-04-01T02:36:00.0000000Z,573.000,60.433,,,timeout,0,1,1.000,3.308097E-008,2.000000E-008
2026-04-01T05:09:00-CME-001,2026-04-01T05:09:00.0000000Z,622.000,57.883,,,timeout,0,1,1.000,3.262223E-008,2.000000E-008
2026-04-01T23:45:00-CME-001,2026-04-01T23:45:00.0000000Z,1220.000,39.283,54.544,15.260,target_reached,0,0,1.000,2.272648E-008,8.020680E-009
