hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,1045.000,3.088235E-008,10.500,540.000,0
1,1.000000,26.755421,987.979,4.176471E-008,14.200,576.000,0
2,2.000000,31.705037,927.253,5.441176E-008,18.500,570.000,0
3,3.000000,36.406702,890.810,3.911765E-008,13.300,557.000,0
4,4.000000,40.945165,863.814,3.294118E-008,11.200,542.000,0
5,5.000000,45.375329,848.613,2.029412E-008,6.900,529.000,0
6,6.000000,49.728312,833.977,2.088235E-008,7.100,510.000,0
7,7.000000,54.007991,820.266,2.088235E-008,7.100,506.000,0
8,8.000000,58.227326,810.583,1.558824E-008,5.300,518.000,0
9,9.000000,62.403541,803.565,1.176471E-008,4.000,537.000,0
10,10.000000,66.544930,797.117,1.117647E-008,3.800,528.000,0
11,11.000000,70.651790,790.225,1.235294E-008,4.200,523.000,0
12,12.000000,74.721568,782.792,1.382353E-008,4.700,520.000,0
13,13.000000,78.752432,775.188,1.470588E-008,5.000,516.000,0
14,14.000000,82.745853,768.311,1.382353E-008,4.700,527.000,0
15,15.000000,86.702886,761.129,1.500000E-008,5.100,536.000,0
16,16.000000,90.624865,754.754,1.382353E-008,4.700,533.000,0
17,17.000000,94.510400,747.062,1.735294E-008,5.900,530.000,0
18,18.000000,98.356348,739.453,1.794118E-008,6.100,518.000,0
19,19.000000,102.169627,734.405,1.235294E-008,4.200,520.000,0
20,20.000000,105.961994,731.354,7.647059E-009,2.600,511.000,0
21,21.000000,109.721713,721.869,2.470588E-008,8.400,514.000,0
22,22.000000,113.444483,717.007,1.323529E-008,4.500,527.000,0
23,23.000000,117.148167,714.474,7.058824E-009,2.400,533.000,0
24,24.000000,120.839382,712.187,6.470588E-009,2.200,550.000,0
25,25.000000,124.519114,710.035,6.176471E-009,2.100,542.000,0
26,26.000000,128.188570,708.213,5.294118E-009,1.800,545.000,0
27,27.000000,131.848914,706.513,5.000000E-009,1.700,534.000,0
28,28.000000,135.500252,704.733,5.294118E-009,1.800,542.000,0
29,29.000000,139.142937,703.168,4.705882E-009,1.600,523.000,0
30,30.000000,142.777314,701.522,5.000000E-009,1.700,558.000,0
31,31.000000,146.402482,699.609,5.882353E-009,2.000,538.000,0
32,32.000000,150.017813,697.720,5.882353E-009,2.000,527.000,0
33,33.000000,153.623672,695.948,5.588235E-009,1.900,529.000,0
34,34.000000,157.220889,694.379,5.000000E-009,1.700,513.000,0
35,35.000000,160.810034,692.828,5.000000E-009,1.700,514.000,0
36,36.000000,164.391192,691.292,5.000000E-009,1.700,499.000,0
37,37.000000,167.964677,689.862,4.705882E-009,1.600,520.000,0
38,38.000000,171.530797,688.446,4.705882E-009,1.600,506.000,0
39,39.000000,175.089397,686.956,5.000000E-009,1.700,501.000,0
40,40.000000,178.639655,685.223,5.882353E-009,2.000,547.000,0
41,41.000000,182.180777,683.425,6.176471E-009,2.100,539.000,0
42,42.000000,185.712002,681.398,7.058824E-009,2.400,518.000,0
43,43.000000,189.230670,678.576,1.000000E-008,3.400,557.000,0
44,44.000000,192.735090,675.891,9.705882E-009,3.300,556.000,0
45,45.000000,196.225541,673.178,1.000000E-008,3.400,562.000,0
46,46.000000,199.703909,671.216,7.352941E-009,2.500,600.000,0
47,47.000000,203.172600,669.437,6.764706E-009,2.300,585.000,0
48,48.000000,206.632340,667.756,6.470588E-009,2.200,578.000,0
49,49.000000,210.082659,665.797,7.647059E-009,2.600,566.000,0
50,50.000000,213.522914,663.866,7.647059E-009,2.600,558.000,0
51,50.430524,215.000000,663.141,6.764706E-009,2.300,570.000,0
