hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,1123.000,2.000000E-008,2.600,609.000,0
1,1.000000,27.224018,1089.851,1.846154E-008,2.400,574.000,0
2,2.000000,32.780989,1058.407,1.923077E-008,2.500,565.000,0
3,3.000000,38.182499,1029.704,1.923077E-008,2.500,556.000,0
4,4.000000,43.447200,1005.422,1.769231E-008,2.300,552.000,0
5,5.000000,48.598521,985.780,1.538462E-008,2.000,535.000,0
6,6.000000,53.651449,967.373,1.538462E-008,2.000,528.000,0
7,7.000000,58.594510,943.464,2.153846E-008,2.800,541.000,0
8,8.000000,63.429023,925.281,1.769231E-008,2.300,523.000,0
9,9.000000,68.182049,911.879,1.384615E-008,1.800,498.000,0
10,10.000000,72.865656,898.454,1.461538E-008,1.900,497.000,0
11,11.000000,77.479875,885.063,1.538462E-008,2.000,497.000,0
12,12.000000,82.021769,870.526,1.769231E-008,2.300,487.000,0
13,13.000000,86.490661,856.835,1.769231E-008,2.300,481.000,0
14,14.000000,90.890741,843.919,1.769231E-008,2.300,480.000,0
15,15.000000,95.224486,831.197,1.846154E-008,2.400,466.000,0
16,16.000000,99.492978,818.698,1.923077E-008,2.500,468.000,0
17,17.000000,103.698641,806.903,1.923077E-008,2.500,460.000,0
18,18.000000,107.838137,793.169,2.384615E-008,3.100,472.000,0
19,19.000000,111.908925,780.332,2.384615E-008,3.100,463.000,0
20,20.000000,115.915421,768.307,2.384615E-008,3.100,444.000,0
21,21.000000,119.862561,757.372,2.307692E-008,3.000,434.000,0
22,22.000000,123.755653,747.402,2.230769E-008,2.900,430.000,0
23,23.000000,127.598572,737.973,2.230769E-008,2.900,430.000,0
24,24.000000,131.394795,729.342,2.153846E-008,2.800,424.000,0
25,25.000000,135.147485,721.141,2.153846E-008,2.800,418.000,0
26,26.000000,138.860213,713.884,2.000000E-008,2.600,416.000,0
27,27.000000,142.535540,706.686,2.076923E-008,2.700,430.000,0
28,28.000000,146.175120,700.060,2.000000E-008,2.600,428.000,0
29,29.000000,149.782403,694.193,1.846154E-008,2.400,427.000,0
30,30.000000,153.359915,688.551,1.846154E-008,2.400,422.000,0
31,31.000000,156.908786,683.122,1.846154E-008,2.400,423.000,0
32,32.000000,160.429525,677.679,1.923077E-008,2.500,418.000,0
33,33.000000,163.917811,670.604,2.615385E-008,3.400,430.000,0
34,34.000000,167.371933,664.461,2.384615E-008,3.100,440.000,0
35,35.000000,170.772156,649.997,6.076923E-008,7.900,679.000,0
36,36.000000,174.039147,614.505,1.838462E-007,23.900,1125.000,0
