hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,1473.000,2.000000E-008,,,0
1,1.000000,28.918217,1396.049,2.000000E-008,,,0
2,2.000000,35.965843,1329.397,2.000000E-008,,,0
3,3.000000,42.690925,1271.106,2.000000E-008,,,0
4,4.000000,49.132731,1219.695,2.000000E-008,,,0
5,5.000000,55.323767,1174.014,2.000000E-008,,,0
6,6.000000,61.291248,1133.156,2.000000E-008,,,0
7,7.000000,67.058184,1096.395,2.000000E-008,,,0
8,8.000000,72.644206,1063.145,2.000000E-008,,,0
9,9.000000,78.066198,1032.925,2.000000E-008,,,0
10,10.000000,83.338783,1005.339,2.000000E-008,,,0
11,11.000000,88.474714,980.058,2.000000E-008,,,0
12,12.000000,93.485177,956.803,2.000000E-008,,,0
13,13.000000,98.380038,935.342,2.000000E-008,,,0
14,14.000000,103.168042,915.473,2.000000E-008,,,0
15,15.000000,107.856981,897.026,2.000000E-008,,,0
16,16.000000,112.453823,879.854,2.000000E-008,,,0
17,17.000000,116.964824,863.829,2.000000E-008,,,0
18,18.000000,121.395625,848.840,2.000000E-008,,,0
19,19.000000,125.751330,834.789,2.000000E-008,,,0
20,20.000000,130.036567,821.591,2.000000E-008,,,0
21,21.000000,134.255554,809.171,2.000000E-008,,,0
22,22.000000,138.412137,797.462,2.000000E-008,,,0
23,23.000000,142.509837,786.404,2.000000E-008,,,0
24,24.000000,146.551888,775.945,2.000000E-008,,,0
25,25.000000,150.541262,766.037,2.000000E-008,,,0
26,26.000000,154.480701,756.638,2.000000E-008,,,0
27,27.000000,158.372735,747.709,2.000000E-008,,,0
28,28.000000,162.219711,739.217,2.000000E-008,,,0
29,29.000000,166.023802,731.130,2.000000E-008,,,0
30,30.000000,169.787031,723.419,2.000000E-008,,,0
31,31.000000,173.511277,716.059,2.000000E-008,,,0
32,32.000000,177.198296,709.027,2.000000E-008,,,0
33,33.000000,180.849727,702.301,2.000000E-008,,,0
34,34.000000,184.467101,695.861,2.000000E-008,,,0
35,35.000000,188.051856,689.690,2.000000E-008,,,0
36,36.000000,191.605336,683.771,2.000000E-008,,,0
37,37.000000,195.128809,678.089,2.000000E-008,,,0
38,38.000000,198.623463,672.631,2.000000E-008,,,0
39,39.000000,202.090420,667.382,2.000000E-008,,,0
40,40.000000,205.530735,662.332,2.000000E-008,,,0
41,41.000000,208.945406,657.469,2.000000E-008,,,0
42,42.000000,212.335374,652.783,2.000000E-008,,,0
43,42.791593,215.000000,649.206,2.000000E-008,,,0
