hour_index,time_hours,r_solar_radii,speed_km_s,gamma_km_inv,n_obs,v_obs,gamma_fellback
0,0.000000,21.500000,317.000,2.000000E-008,,,0
1,1.000000,23.141640,317.493,2.000000E-008,,,0
2,2.000000,24.785817,317.980,2.000000E-008,,,0
3,3.000000,26.432500,318.462,2.000000E-008,,,0
4,4.000000,28.081661,318.938,2.000000E-008,,,0
5,5.000000,29.733269,319.408,2.000000E-008,,,0
6,6.000000,31.387298,319.873,2.000000E-008,,,0
7,7.000000,33.043718,320.333,2.000000E-008,,,0
8,8.000000,34.702504,320.787,2.000000E-008,,,0
9,9.000000,36.363627,321.236,2.000000E-008,,,0
10,10.000000,38.027061,321.680,2.000000E-008,,,0
11,11.000000,39.692781,322.120,2.000000E-008,,,0
12,12.000000,41.360761,322.554,2.000000E-008,,,0
13,13.000000,43.030976,322.983,2.000000E-008,,,0
14,14.000000,44.703400,323.408,2.000000E-008,,,0
15,15.000000,46.378010,323.828,2.000000E-008,,,0
16,16.000000,48.054782,324.244,2.000000E-008,,,0
17,17.000000,49.733692,324.655,2.000000E-008,,,0
18,18.000000,51.414718,325.061,2.000000E-008,,,0
19,19.000000,53.097835,325.463,2.000000E-008,,,0
20,20.000000,54.783023,325.861,2.000000E-008,,,0
21,21.000000,56.470258,326.255,2.000000E-008,,,0
22,22.000000,58.159520,326.644,2.000000E-008,,,0
23,23.000000,59.850787,327.030,2.000000E-008,,,0
24,24.000000,61.544037,327.411,2.000000E-008,,,0
25,25.000000,63.239251,327.788,2.000000E-008,,,0
26,26.000000,64.936407,328.162,2.000000E-008,,,0
27,27.000000,66.635486,328.532,2.000000E-008,,,0
28,28.000000,68.336469,328.897,2.000000E-008,,,0
29,29.000000,70.039334,329.260,2.000000E-008,,,0
30,30.000000,71.744065,329.618,2.000000E-008,,,0
31,31.000000,73.450641,329.973,2.000000E-008,,,0
32,32.000000,75.159044,330.324,2.000000E-008,,,0
33,33.000000,76.869255,330.672,2.000000E-008,,,0
34,34.000000,78.581258,331.016,2.000000E-008,,,0
35,35.000000,80.295034,331.357,2.000000E-008,,,0
36,36.000000,82.010565,331.695,2.000000E-008,,,0
37,37.000000,83.727834,332.029,2.000000E-008,,,0
38,38.000000,85.446825,332.360,2.000000E-008,,,0
39,39.000000,87.167520,332.688,2.000000E-008,,,0
40,40.000000,88.889903,333.013,2.000000E-008,,,0
41,41.000000,90.613959,333.334,2.000000E-008,,,0
42,42.000000,92.339670,333.653,2.000000E-008,,,0
43,43.000000,94.067021,333.968,2.000000E-008,,,0
44,44.000000,95.795997,334.281,2.000000E-008,,,0
45,45.000000,97.526582,334.590,2.000000E-008,,,0
46,46.000000,99.258760,334.897,2.000000E-008,,,0
47,47.000000,100.992519,335.200,2.000000E-008,,,0
48,48.000000,102.727841,335.501,2.000000E-008,,,0
49,49.000000,104.464714,335.799,2.000000E-008,,,0
50,50.000000,106.203122,336.095,2.000000E-008,,,0
51,51.000000,107.943052,336.388,2.000000E-008,,,0
52,52.000000,109.684489,336.678,2.000000E-008,,,0
53,53.000000,111.427420,336.965,2.000000E-008,,,0
54,54.000000,113.171832,337.250,2.000000E-008,,,0
55,55.000000,114.917711,337.532,2.000000E-008,,,0
56,56.000000,116.665044,337.812,2.000000E-008,,,0
57,57.000000,118.413817,338.089,2.000000E-008,,,0
58,58.000000,120.164019,338.364,2.000000E-008,,,0
59,59.000000,121.915636,338.636,2.000000E-008,,,0
60,60.000000,123.668656,338.906,2.000000E-008,,,0
61,61.000000,125.423067,339.173,2.000000E-008,,,0
62,62.000000,127.178856,339.439,2.000000E-008,,,0
63,63.000000,128.936012,339.702,2.000000E-008,,,0
64,64.000000,130.694522,339.962,2.000000E-008,,,0
65,65.000000,132.454376,340.221,2.000000E-008,,,0
66,66.000000,134.215561,340.477,2.000000E-008,,,0
67,67.000000,135.978065,340.731,2.000000E-008,,,0
68,68.000000,137.741879,340.983,2.000000E-008,,,0
69,69.000000,139.506990,341.232,2.000000E-008,,,0
70,70.000000,141.273388,341.480,2.000000E-008,,,0
71,71.000000,143.041062,341.726,2.000000E-008,,,0
72,72.000000,144.810002,341.969,2.000000E-008,,,0
